rational-projective-full-groups-are-finitely-presented	claim	0	The full group of integral projective germs on the rational Cantorization of the m-sphere is finitely presented	**OPEN** (lane bh-free-54, 2026-09-18).
rational-rotations-and-doubling-have-no-common-tree-coding	claim	0	No tree coding of the rationally Cantorized circle makes all rational rotations and the d-fold covering almost-automorphisms, so register copies of Q admit no bounded natural dilation	**ESTABLISHED** by `rational-rotations-doubling-no-common-tree-coding-proof` (lane proof,
rcwa-groups-over-pids-satisfy-boone-higman	claim	0	For R the ring of integers of a number field of class number one, F_q[t], or a semilocalization Z_(pi), every finitely generated group of residue-class-wise affine permutations of R embeds in a finitely presented simple group, the full group of an ax+b monoid boundary groupoid times the Cuntz groupoid	**ESTABLISHED** by `rcwa-over-pids-bh-via-ax-plus-b-monoid-hosts-proof`. This is a lane
rcwa-groups-satisfy-permutational-boone-higman	claim	0	Every finitely generated group of residue-class-wise affine permutations of Z, of a number ring of class number one, of F_q[t] or of Z_(pi), and every RCWA_P group and CT_P(Z), satisfies the permutational Boone-Higman conjecture, because the RCWA hosts are finitely presented, simple and highly transitive	**ESTABLISHED** (lane proof, not reviewed). It combines the two host nodes with
rcwa-z-generated-by-class-shifts-reflections-transpositions	claim	0	Kohl's factorization conjecture holds - every residue-class-wise affine permutation of Z is a product of class shifts, class reflections and class transpositions, in the normal form (commuting class shifts)(element of CT(Z))(commuting class reflections)	**ESTABLISHED** (lane proof, not reviewed). It uses only
regular-enumerations-can-make-near-shift-free-product	claim	0	Generic regular enumerations make the near shift group a free product and decidable inputs admit effective such enumerations	**ESTABLISHED** by `regular-free-shift-fresh-trajectory-proof`, an
rel-hyperbolic-permanence-implies-finite-edge-amalgams	claim	0	Boone--Higman permanence under relative hyperbolicity implies closure under amalgams and HNN extensions over finite subgroups, and its B_A form settles the open conjugacy step	**ESTABLISHED** by the argument below (lane proof, elementary, not reviewed; no priority
renormalizable-thompson-elements-give-negative-baumslag-solitar	claim	0	An element of kV with a height-m renormalization also gives BS(1,-m) inside (k+1)V	**ESTABLISHED** (lane bh-free-18, elementary lane proof, not reviewed; no priority claimed).
retracts-inherit-proper-power-conjugacy	claim	0	A retract inherits every proper-power conjugacy of its own elements, so the edge groups of both Higman splittings are retracts of neither side and the permutational closure theorems cannot be applied to Higman's group	**ESTABLISHED** by `higman-closure-theorems-inapplicable-proof` (lane proof,
rf-free-minimal-zn-actions-have-non-fp-derived-full-groups	claim	0	For a free minimal action of Z^N on the Cantor set that is residually finite in the sense of Kerr–Nowak, the derived subgroup of the topological full group is not finitely presented; this covers all products of minimal Cantor Z-systems and all free Z^N-odometers	**ESTABLISHED (2026-09-18)** through `rf-free-minimal-zn-non-fp-proof`. It combines cited theorems; Ma's theorem was rea
rf-groups-have-free-product-germs-over-v	claim	0	Every finitely generated residually finite group G lies in a one-orbit finite germ extension of Thompson's V whose germ group at the singular point is G * Z	**ESTABLISHED** by `rf-free-product-germ-realization-proof` (lane proof, elementary; not
s-integral-affine-structure-group-is-finitely-presented	claim	0	For a finite set of primes P, the S-integral affine group (Z[1/P]^(D) x| GL(Z[1/P]; D)) x| F is finitely presented	**ESTABLISHED** (lane proof, not reviewed). No priority claimed. Three classical inputs are
s-integral-linear-one-host-via-twisted-affine-group	route	0	The commutator subgroup of W_(P,l) is one finitely presented simple host for every GL_n(Z[1/P])	Pick a prime `ℓ ∉ P`, for example the least one. By items 3 and 4 of the required node,
s-integral-splitting-stabilizers-are-finitely-generated	claim	0	For primes l not in P, the stabilizer in the S-integral affine group of one l-splitting direction of Z_l^D is finitely generated	**ESTABLISHED** (lane proof, not reviewed). Two classical inputs are recalled, not re-read,
scalar-descendants-make-completions-simple	claim	0	If every nonzero element of a self-similar algebra has a nonzero scalar entry in some iterate of its recursion, then the recursion is minimal and aperiodic, so the Leavitt--Nekrashevych completion is simple, with no diagonality needed	**ESTABLISHED** through `scalar-descendants-make-completions-simple-proof` (lane proof, bh-algebra,
sft-irreducible-core-iff-unique-recurrent-component	claim	0	A subshift of finite type without isolated points or empty cones has an irreducible core exactly when its graph has a single strongly connected component containing a cycle	**ESTABLISHED** (lane `bh-free-23`, lane proof, elementary, not independently reviewed; no priority
shell-envelopes-depend-only-on-the-near-image	claim	0	A genuine-action shell envelope depends only on the near image of the input, so every finitely generated group of index-zero near permutations has a shell envelope and realizability is never an obstruction	**ESTABLISHED** (lane proof below; elementary; not independently reviewed; no novelty claimed).
shell-germ-essential-algebras-are-central-simple	claim	0	For a minimal effective second-countable ample groupoid with compact Hausdorff unit space, the Steinberg algebra modulo its singular ideal is central simple; so every shell envelope sits in the units of a central simple algebra A_nu/J	**ESTABLISHED.** Simplicity is an import, and a direct proof is included. The centre
shell-germ-singular-ideal-is-generated-at-the-singular-point	claim	0	The singular ideal of a shell germ algebra is generated by its part at the singular point, which is the annihilator in the germ group ring of the shell module at infinity; J is finitely generated iff that annihilator is	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).
shell-germ-steinberg-algebras-are-never-simple	claim	0	The germ Steinberg algebra of every shell envelope has a nonzero proper singular ideal, so it is never simple, and the envelope survives in the units of the quotient	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).
shell-shift-admits-no-baumslag-solitar-conjugation	claim	0	A near permutation that the shell shift conjugates to a proper power is near trivial, and a shift-stable near group has finitely many orbits	**ESTABLISHED** (lane proof below; elementary; not independently reviewed; no novelty claimed).
smart-renormalization-admits-no-graded-basins	claim	0	SMART's height-3 renormalization cannot be graded, even after any finite skew-product decoration, so it does not yield the ternary Toeplitz factor that would put a periodic group in 2V	**ESTABLISHED** (lane proof below, bh-free-01, elementary, not independently reviewed). It uses only the
smart-type-machines-branch-by-every-odd-number	claim	0	For every odd m >= 3 an explicit reversible two-shape machine on m symbols has exactly m-fold crossing timings T(L+1) = m T(L) + m + 1	**OPEN.** Let `m = 2j+1 ≥ 3` and let `M_m` be the moving-head machine in SMART's format with shapes `F`, `H`,
some-a2-action-has-a-nonrecursive-kernel	claim	0	Some type [A_2] action has a kernel that is not recursive, so its action image has unsolvable word problem	**OPEN.** Some group `G` has an action on a set `S` of type `[A_2]`, in the sense of
some-hyperbolic-group-embeds-in-no-brin-thompson-group	claim	0	Some hyperbolic group embeds in no Brin-Thompson group nV	There is a finitely generated word-hyperbolic group `G` such that for every
some-nv-element-has-a-graded-height-3-renormalization	claim	0	Some element of some Brin–Thompson group nV has an invariant clopen set with a height-3 self-renormalization that cycles a clopen 3-colouring	**OPEN.** There are `n ≥ 2`, `g ∈ nV`, a `g`-invariant clopen `A ⊆ C^n`, clopen sets `D` and
spherical-artin-bh-via-decorated-garside-odometer-groups	route	0	Finite-type Artin groups embed in the simple commutator subgroup of an F_infinity decorated Garside odometer full group	**DEAD** (2026-09-18). Its third input,
spine-and-odometer-mover-generate-a-2-adic-lamplighter	claim	0	A spine of Grigorchuk states plus a recurrent odometer that moves the spine letter generates, beside a contracting group, a 2-adic lamplighter with Grigorchuk lamps, which is exactly what blocks compression along finitely many rays	**ESTABLISHED** (items 1–4, lane proof below, elementary; not yet refereed; no priority claimed). Item 5 is
spine-mover-automata-over-fp-bases-are-lift-presented	claim	0	The spine-plus-odometer-mover automaton over a finitely presented self-similar group is lift-presented, so the recurrent-mover test case reduces to a finitely presented self-similar overgroup of its lamp group	**ESTABLISHED** (lane proof below, elementary; uses Theorem A of
st-n-leavitt-resolvent-word-problem-reduces-to-k2	claim	0	For every N >= 4 the word problem of St_N(R_L) is decidable exactly when nontriviality in K_2(N,R_L) is recursively enumerable, and it is decidable if K_2(N,R_L) injects into stable K_2(R_L) with a computable complete invariant	**ESTABLISHED (2026-09-18)** for items 1–3 through `st-n-leavitt-resolvent-word-problem-reduces-to-k2-proof`.
st-n-of-r-l-is-generated-by-two-copies-of-itself	claim	1	St_N(R_L) is generated by two proper subgroups, each isomorphic to St_N(R_L) through the injective isometric twists, meeting in the copy of St_(N-1); a self-similar splitting available for shell enumerations	**ESTABLISHED** through `st-n-of-r-l-is-generated-by-two-copies-of-itself-proof`. Lane proof, not
stabilized-kgraph-full-groups-have-type-a-actions	claim	0	After stabilizing by the Cuntz groupoid, the topological full group of a loop-rich finite higher-rank graph acts on clopen sets with type (A), so the original full group lies in the type (A) class	**ESTABLISHED** through `stabilized-kgraph-full-group-clopen-action-proof` (lane
stein-complex-elementary-intervals-are-grid-spheres	claim	0	An elementary interval of the twisted Brin--Thompson poset is a homotopy sphere of dimension e − 2 when every tree is a full brick split in e colors in total, and is contractible otherwise	**ESTABLISHED** by `stein-interval-grid-sphere-proof` (lane proof). The computation is the
stein-elements-with-hyperbolic-periodic-points-bound-roots	claim	0	In a Stein interval-exchange group, an element with a hyperbolic periodic point has roots of only finitely many orders, so copies of Q or BS(1,m) consist of elements without hyperbolic periodic points	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).
steinberg-groups-of-r-l-are-not-co-hopfian	claim	0	St_N(R_L) is not co-Hopfian, since the isometric twist of the last coordinate is injective and not surjective; its twist endomorphisms fix the central K_2(N,R_L) = Q^x, so their iterated cores are nontrivial	**ESTABLISHED** through `steinberg-groups-of-r-l-are-not-co-hopfian-proof`. Lane proof, not independently reviewed.
steinberg-groups-of-r-l-are-quasisimple	claim	0	St_N(R_L) is quasisimple for every N >= 3, with centre H_2(PE_N(R_L)) not finitely generated and H_2(E_N(R_L)) = Q^x; every GL_n(Q) embeds in St_10(R_L) missing the centre, hence in the simple group PE_10(R_L)	**ESTABLISHED** through `steinberg-groups-of-r-l-are-quasisimple-proof`. Lane proof, not independently reviewed.
steinberg-leavitt-resolvent-groups-have-no-type-a-action	claim	0	For N >= 5 the finitely presented group St_N(R_L), which contains every GL_n(Q), has no faithful action with finitely many orbits of pairs, so it is not itself a type (A) actor	**ESTABLISHED** through route `st-n-r-l-no-type-a-action-via-centre`. Its centrality input
steinberg-resolvent-shell-envelope-is-finitely-presented	claim	0	Some enumeration of St_4(R_L), or of St_10(R_L), gives a finitely presented shell envelope, which would be one finitely presented simple group containing every GL_n(Q)	**OPEN.** Let `R_L` be the ring of `leavitt-resolvent-ring-is-fp-and-contains-q`, and
strand-map-bases-lift-only-bounded-displacement-letters	claim	0	Over a base of eventual strand maps such as H_n(E_2), the lifting criterion certifies a rho-letter only if the enumeration gives it eventually periodic displacement, so over that base it reaches only virtually cyclic inputs	**ESTABLISHED** (lane proof, elementary, proved below; not independently reviewed; no priority claimed).
strongly-shift-similar-type-f-m-passes-to-houghton-like-groups	claim	0	If a strongly shift-similar group G is of type F_m then every Houghton-like group H_n(G) is of type F_m, for all n >= 1 (Mallery-Zaremsky Question 5.13 for strongly shift-similar G)	**ESTABLISHED** (lane proof, below; not independently reviewed; no priority claimed). The imports were read at
supersolvable-arrangement-groups-lie-in-the-pbh-class	claim	0	The fundamental group of the complement of every supersolvable (fiber-type) complex hyperplane arrangement lies in B_A and embeds in a finitely presented simple group	**ESTABLISHED** through `supersolvable-arrangement-groups-lie-in-the-pbh-class-proof`.
support-constraints-on-v-subgroups-cannot-see-one-endedness	claim	0	Free subgroups of PSL_2(Z) in Thompson's T satisfy every support and attractor constraint on main with full supports, so a surface-group obstruction in V must use one-endedness; finite attractor orbits force a normal subgroup trivial near the attractor	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed).
thin-rational-actions-give-finite-germ-extensions	claim	0	Thin generators plus clopen transitivity give condition (E1): the group generated by a boundary Thompson group and a rational action is a finite germ extension with countable, eventually periodic singular set	**ESTABLISHED** by `thin-rational-actions-finite-germ-extension-proof` (lane proof,
thompson-v-binary-shell-action-passes-both-germ-gates	claim	0	Thompson's group V acting on N by binary prefix replacements has near group the odometer Röver–Nekrashevych group, so its genuine-action shell passes both germ gates	**ESTABLISHED** (lane proof below, given the cited nodes; not independently reviewed; no novelty claimed).
torelli-lower-central-quotients-are-not-residually-finite	claim	0	For g >= 3 and c >= 2 the Kazhdan groups Mod(S_g)/T_g[c+1] are not residually finite; up to a finite central kernel they contain a group commensurable with a Deligne lattice over Sp_2g(Z)	**ESTABLISHED** by `torelli-lower-central-quotients-not-rf-proof`. This is a lane
torelli-lower-central-quotients-have-solvable-word-problem	claim	0	Every Torelli lower-central quotient Mod(S_g)/T_g[c+1] (g >= 3, c >= 1) has solvable word problem	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed, since
torelli-lower-central-quotients-satisfy-boone-higman	claim	0	The Torelli lower-central quotients Mod(S_g)/T_g[c+1] (g >= 3, c >= 2), non-linear non-residually-finite Kazhdan groups, embed in finitely presented simple groups	**OPEN.** Let `g >= 3` and `c >= 2`. The question is whether
torsion-free-tree-lattices-embed-in-fp-kgraph-full-groups	claim	0	A torsion-free cocompact lattice on a product of thick leafless trees embeds in the topological full group of a finite higher-rank graph with two loops of every colour at every vertex, which is of type F_infinity	**ESTABLISHED** through `tree-lattice-kgraph-power-phase-proof` (lane proof; not
transcendental-slope-thompson-groups-have-hard-word-problems	claim	0	A rotation commutator in D(V_λ) reads off the Sturmian word of λ, so for every recursive time bound some computable Liouville slope λ gives a 2-generated simple D(V_λ) with solvable word problem beyond that bound	**ESTABLISHED** (lane proof, elementary, not reviewed). No priority is claimed. Finitely generated
tree-by-complex-lattices-with-faithful-tree-factor-satisfy-pbh	claim	0	A uniform lattice in Aut(T) × Aut(Y) that acts faithfully on the tree T lies in B_A; in particular the Amir–Lazarovich lattices satisfy the permutational Boone–Higman property	**ESTABLISHED** (lane proof, a direct application of BLIW's tree method via
tree-compatible-fixed-base-enumerations-have-infinite-index	claim	0	If the input generators act by automorphisms of the boundary tree, the near shift group of a fixed-base enumeration has infinite index in the odometer Nekrashevych group, and the normal-form enumeration of C_2*C_3 is such a case	**ESTABLISHED** by `tree-compatible-fixed-base-infinite-index-proof` (lane proof,
tree-lattice-with-torsion-via-zappa-szep-kgraphs	route	0	Replace the free cube k-graph by a transported one with the finite germ groupoid of cube stabilizers acting self-similarly, then run the power, phase and stabilization steps unchanged	Notation as in `tree-lattice-kgraph-power-phase-proof`. Pass to the
twice-punctured-torus-mcg-is-continuous-automatic	claim	0	The mapping class group of the twice-punctured torus is continuous automatic, given the Birman--Hilden identification with the five-punctured sphere	**OPEN: the proof is complete except for the recalled input (M5) below, which was not
twisted-brin-thompson-groups-quasi-retract-onto-acting-group	claim	0	A finitely generated twisted Brin--Thompson group SV_G quasi-retracts onto G, so G is undistorted in SV_G	**ESTABLISHED (literature import).**
twisted-brin-thompson-type-fn-criterion	claim	0	For a faithful action, the twisted Brin--Thompson group SV_G is of type F_n exactly when the action is of type (A_n), which proves the Belk--Zaremsky conjecture	**ESTABLISHED** by `twisted-bt-type-fn-interval-filtration-proof` (lane proof, 2026-09-18,
twisted-brin-thompson-type-fn-implies-type-an	claim	0	If a twisted Brin--Thompson group SV_G is of type F_n, then G acting on S is of type [A_n], and likewise for FP_n and [HA_n]	**ESTABLISHED (literature import)** by `twisted-bt-type-fn-necessity-citation`.
twisted-integral-affine-brin-thompson-group-is-simple	claim	0	The twisted integral-affine Brin-Thompson group W on Z_2^D is simple	**ESTABLISHED** (lane proof, not reviewed). It uses the Bleak–Elliott–Hyde criterion, as quoted
twisted-integral-affine-group-fp-via-stein-complex	route	0	Zaremsky's type (A) finite-presentation proof, transferred to halving directions, shows the twisted integral-affine group W is finitely presented	**Lane proof, not reviewed.** It transfers two published proofs step by step.
twisted-s-integral-affine-groups-are-fp-and-virtually-simple	claim	0	For finite P and a prime l not in P, the twisted Z[1/lP]-affine group W_(P,l) on Z_l^D is finitely presented, with simple commutator subgroup of finite index containing every GL_n(Z[1/P])	**ESTABLISHED** (lane proof, not reviewed). **Load-bearing, referee review requested,** together
two-counter-kms-top-has-no-affine-self-similar-action	claim	0	For K >= 2 the KMS top factor R_K semidirect U_K has no faithful self-similar affine action with its lamps as translations, on any p^d-ary tree and with arbitrary non-Toeplitz corners	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not
unequal-radix-near-group-has-a-local-expanding-element	claim	0	The A5*A6 unequal-radix near group contains an element supported in one root with local slope 59^2, which no equal-radix or tree-compatible near group contains	**ESTABLISHED** (lane proof by hand, cross-checked by an exact symbolic computation on MSI; not
unimodular-maslov-cantorization-is-minimal-expansive	claim	0	The signature cells of unimodular symplectic frames Cantorize the Lagrangian Grassmannian into a minimal, expansive, topologically free Sp_2n(Z)-space with a decidable clopen algebra	**ESTABLISHED.** Lane proof in `unimodular-maslov-cantorization-proof`, not reviewed.
unimodular-maslov-cells-do-not-dissect-mixed-atoms	claim	0	For n = 2 the mixed atom of the unimodular Maslov triangle is not a finite union of unimodular cells, so the Farey dissection property behind tree-pair diagrams fails for the Lagrangian Cantorization	**ESTABLISHED** (lane proof below, not reviewed). No priority is claimed.
v-binary-shell-envelope-is-finitely-presented	claim	0	The genuine-action shell envelope of Thompson's V with its binary action on N is finitely presented	**OPEN.** Let `rho` be the binary action of `V` on `N` from `thompson-v-binary-shell-action-passes-both-germ-gates`.
v-by-normalizer-groups-are-self-similar	claim	0	Every group between V and its normalizer is self-similar up to V, and its full closure is generated by V and one cone copy of the group, with a cone-partition normal form	**ESTABLISHED** through `v-by-normalizer-groups-are-self-similar-proof`. Lane proof
v-normalizer-full-closures-are-integrally-acyclic	claim	0	For every group of outer automorphisms of Thompson's V, the full closure of its preimage in Aut(V) is integrally acyclic and perfect, so no homology obstructs finite presentation	**ESTABLISHED** through `v-normalizer-full-closures-are-integrally-acyclic-proof`. Lane proof
virtual-retracts-satisfy-pbh-coset-wreath-closure	claim	0	Virtual retracts satisfy the coset-wreath conditions, so for every finitely generated subgroup C of a limit group or of a finitely generated virtually free or Fuchsian group G, the lamplighters A wr_(G/C) G, the identity-edge HNNs and the doubles G *_C G lie in B_A	**ESTABLISHED** by `virtual-retracts-satisfy-pbh-coset-wreath-closure-proof` (lane proof;
virtually-compact-special-groups-undistorted-in-2v	claim	0	Every virtually compact special group, in particular every cubulated hyperbolic group, quasi-isometrically embeds in the simple group 2V of type F_infinity	**ESTABLISHED** by `virtually-compact-special-undistorted-in-2v-proof` (lane proof, not independently
virtually-cyclic-out-free-subgroups-have-infinite-double-cosets	claim	0	For n at least three every virtually cyclic subgroup of Out(F_n) has infinitely many double cosets, so stabilizers of attracting laminations of fully irreducible automorphisms are never type (A) point stabilizers	**ESTABLISHED** (lane proof; not reviewed; no priority claimed).
virtually-free-groups-are-contracting-rsgs	claim	0	Every finitely generated non-elementary virtually free group, SL_2(Z) included, is a contracting rational similarity group with trivial nucleus, acting by Thompson-like maps	**ESTABLISHED** (route `virtually-free-contracting-rsg-proof`; lane proof by `bh-free-52`, elementary, not reviewed; no 
virtually-torsion-free-cubulated-groups-satisfy-boone-higman	claim	0	Every virtually torsion-free cubulated group embeds in a finitely presented simple group (Belk--Bleak--Chatterji--Matucci--Perego, Question 1.15)	**OPEN.**
wreaths-over-clopen-stabilizer-cosets-lie-in-b-a	claim	0	Permutational wreath products over the coset space of a clopen stabilizer inside a finitely presented full clopen-transitive Cantor host lie in the permutational class B_A	**ESTABLISHED** by `wreaths-over-clopen-stabilizer-cosets-proof` (lane proof,
z-wr-psl2-z-half-is-not-residually-finite	claim	0	The permutational wreath product A wr_X PSL_2(Z[1/n]) over the cosets of PSL_2(Z) is not residually finite, so it lies in no self-similar group	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed, the
zaremsky-2-19a-every-hyperbolic-group-in-some-nv-resolved	claim	0	"Zaremsky Problem 2.19(a) resolved: does every hyperbolic group embed in some Brin-Thompson group nV?"	Part (a) of `zaremsky-2-19-embeddings-into-brin-thompson-groups`, verbatim from
zaremsky-2-19c-every-gl-n-z-in-some-mv-resolved	claim	0	"Zaremsky Problem 2.19(c) resolved: does every GL_n(Z) embed in some Brin-Thompson group mV?"	Part (c) of `zaremsky-2-19-embeddings-into-brin-thompson-groups`, verbatim from
zigzag-houghton-like-envelopes-are-virtually-houghton	claim	0	For the zigzag enumeration of Z, every Houghton-like envelope H_n(E_nu(Z)) is commensurable with the Houghton group H_(4n), hence of type F_(4n-1) and not FP_(4n)	**ESTABLISHED** (lane proof, elementary, written inline; not independently reviewed; no priority claimed — for
zigzag-shell-singular-ideal-is-finitely-generated	claim	0	For the zigzag shell of Z the germ group is Z^3 by Z/4, the singular ideal J is finitely generated with an explicit local part, and the four-germ elements do not generate it	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).
zn-subshift-is-rf-iff-periodically-approximable	claim	0	A Z^N-subshift is a residually finite action (Kerr–Nowak) if and only if its patterns are uniformly approximable by configurations with finite orbit, so minimal subsystems of weakly aperiodic shifts of finite type are never residually finite	**ESTABLISHED (2026-09-18)** through `zn-subshift-rf-periodic-approximation-proof`. Lane proof (bh-free-12),
