OVERFLOW active=3001 total=3672
  TacTadTabattad -> bTacTabadactab
  TacTadTabattab -> bTacTabadactad
  TacTadTadattad -> bTacTabacactab
  TacTadTadattab -> bTacTabacactad
  TacTadTacattad -> bTacTababactab
  TacTadTacattab -> bTacTababactad
  abadacababTTada -> TababadtabTTad
  acacabababTTada -> TadabadtabTTad
  acababababTTada -> TacabadtabTTad
  TacTababTadabada -> bTacTadTTababtad
  TacTababTacabada -> bTacTacTTadactad
  TacTababTababada -> bTacTadTTacabtad
  TacTadTacabtabacabada -> bTacTababababTadactad
  TacTabTadactabababada -> bTacTabacabadTacabtad
  TacTadTacabtabababada -> bTacTabababadTacabtad
  TacTabTadactabacabada -> bTacTabacababTadactad
  dTTacTabaT -> TTacTadTa
  dabacTacTacTabaT -> adabTababTTadTa
  dadtabacTacTabaT -> adactababTTadTa
  TabTadacada -> bTaTTababta
  abtadtabacTacTabaT -> tabactababTTadTa
  dTTabTababada -> TTaTTacabtad
  bTabTabababaTTa -> TaTTacabadtaTT
  bTabTabababacTad -> TaTTacabtabTada
  dabacTacTabTababada -> adabTabaTTTacabtad
  dadtabacTabTababada -> adactabaTTTacabtad
  bTabTababadTabattad -> TaTTacababtabtab
  bTabTababadTabattab -> TaTTacababtabtad
  bTabTababadTadattad -> TaTTacabtabacactab
  bTabTababadTadattab -> TaTTacabtabacactad
  bTabTababadTacattad -> TaTTacabtababactab
  bTabTababadTacattab -> TaTTacabtababactad
  bTabTababadtabactada -> TaTTacabattabtabad
  bTabTababababTadabada -> TaTTacabtadTTababtad
  bTabTababababTacabada -> TaTTacabataTTadactad
  bTabTababababTababada -> TaTTacabtadTTacabtad
  abtadtabacTabTababada -> tabactabaTTTacabtad
  bTabTababadtababababada -> TaTTacabattabTacabtad
  bTabTababadtababacabada -> TaTTacabattabTadabtad
  bTabTababadTacabtabacabada -> TaTTacabtababababTadactad
  bTabTabababTadactabababada -> TaTTacabtabacabadTacabtad
  bTabTababadTacabtabababada -> TaTTacabtabababadTacabtad
  bTabTabababTadactabacabada -> TaTTacabtabacababTadactad
  dTTabTacabada -> TTaTTadabtad
  bTabTacababaTTa -> TaTTadabadtaTT
  bTabTacababacTad -> TaTTadabtabTada
  bTabTTadattaba -> TabTTadattada
  dabacTacTabTacabada -> adabTabaTTTadabtad
  dadtabacTabTacabada -> adactabaTTTadabtad
  bTabTacabadTabattad -> TaTTadababtabtab
  bTabTacabadTabattab -> TaTTadababtabtad
  bTabTacabadTadattad -> TaTTadabtabacactab
  bTabTacabadTadattab -> TaTTadabtabacactad
  bTabTacabadTacattad -> TaTTadabtababactab
  bTabTacabadTacattab -> TaTTadabtababactad
  bTabTacabadtabactada -> TaTTadabattabtabad
  bTabTacabababTadabada -> TaTTadabtadTTababtad
  bTabTacabababTacabada -> TaTTadabataTTadactad
  bTabTacabababTababada -> TaTTadabtadTTacabtad
  abtadtabacTabTacabada -> tabactabaTTTadabtad
  bTabTacabadtababababada -> TaTTadabattabTacabtad
  bTabTacabadtababacabada -> TaTTadabattabTadabtad
  bTabTacabadTacabtabacabada -> TaTTadabtababababTadactad
  bTabTacababTadactabababada -> TaTTadabtabacabadTacabtad
  bTabTacabadTacabtabababada -> TaTTadabtabababadTacabtad
  bTabTacababTadactabacabada -> TaTTadabtabacababTadactad
  dTTabTadabada -> TTaTTababtad
  bTabTadababaTTa -> TaTTababadtaTT
  bTabTadababacTad -> TaTTababtabTada
  dabacTacTabTadabada -> adabTabaTTTababtad
  dadtabacTabTadabada -> adactabaTTTababtad
  bTadTadTababattad -> TaTTabababtabtab
  bTadTadTababattab -> TaTTabababtabtad
  bTabTadabadtabactada -> TaTTababattabtabad
  bTabTadabababTadabada -> TaTTababtadTTababtad
  bTabTadabababTacabada -> TaTTababataTTadactad
  bTabTadabababTababada -> TaTTababtadTTacabtad
  abtadtabacTabTadabada -> tabactabaTTTababtad
  bTabTadabadtababababada -> TaTTababattabTacabtad
  bTabTadabadtababacabada -> TaTTababattabTadabtad
  aTacacttada -> cabactabad
  aTacattattadac -> cabactattadab
  aTacattattadab -> cabactattadac
  aTacactadabtab -> cabacTabattad
  aTacactadabtad -> cabacTabattab
  aTacadtabactab -> cabacTacattad
  aTacadtabactad -> cabacTacattab
  aTacadtababada -> cabacTacabtad
  aTacactadacada -> cabacTababtad
  aTacacttadtabad -> cabactabactada
  aTacacttadTacabtad -> cabactababababada
  aTacacttabTadactad -> cabactababacabada
  cabacTacabtabacabada -> aTabadactadTTabattab
  aTabadactadTabacabtad -> cabacTacabtabababada
  aTacabadtaTT -> cabababaTTa
  cababadtabactada -> aTacabattabtabad
  cabababaTTadabtad -> aTacabadtabTabada
  cabababaTTacabtad -> aTacabadtadTabada
  cababadtababababada -> aTacabattabTacabtad
  cababadtababacabada -> aTacabattabTadabtad
  aTadacttada -> cacactabad
  aTadattattadac -> cacactattadab
  aTadattattadab -> cacactattadac
  aTadacttadtabad -> cacactabactada
  aTadacttadTacabtad -> cacactababababada
  aTadacttabTadactad -> cacactababacabada
  aTadabadtaTT -> cacababaTTa
  dtabTadacata -> taTTabatta
  aTadabadtabTTabaT -> cacabababTTadTa
  cacabadtabactada -> aTadabattabtabad
  cacababaTTadabtad -> aTadabadtabTabada
  cacababaTTacabtad -> aTadabadtadTabada
  aTadabadataTTadacada -> cacababaTTTababtad
  aTadabadtadTTacabada -> cacababaTTTadabtad
  aTadabadtadTTababada -> cacababaTTTacabtad
  cacabadtababababada -> aTadabattabTacabtad
  cacabadtababacabada -> aTadabattabTadabtad
  adtaTTa -> tadTaT
  tabTabT -> dtaTTac
  tabTacT -> dtaTTad
  tabTadT -> dtaTTab
  TabattadTaT -> abadactaTTa
  TadattadTaT -> acacabtaTTa
  TacattadTaT -> acababtaTTa
  acababadtadTaT -> TacabtataTTa
  acacabadtadTaT -> TadabtataTTa
  dataTTababtad -> adataTTababta
  btadtadTaT -> tadataTTa
  tabTadacada -> dtaTTababta
  bttabTababada -> ttaTTacabtad
  dtabTabacad -> taTTacabt
  dtabTabacabaT -> taTTacactaT
  tabtabTababada -> atataTTacabtad
  dtabTabababaTTa -> taTTacabadtaTT
  badataTTacabtad -> cadtadTababada
  abtadtadTababada -> tabataTTacabtad
  tadataTTacabtad -> btadtadTababada
  dtabTabababacTad -> taTTacabtabTada
  dtabTabacabacTad -> taTTacacadataT
  dtabTabacabacTab -> taTTacacadtadT
  dtabTabacabacTac -> taTTacacadtabT
  adabacabadaTTadac -> baTTabattaTTadab
  adabacabadaTTadab -> baTTabattaTTadac
  dtabTabacactada -> taTTacadttada
  acababadtadTababada -> TacabtataTTacabtad
  acacabadtadTababada -> TadabtataTTacabtad
  abadacadtadTababada -> TababtataTTacabtad
  dadtabataTTacabtad -> adactadtadTababada
  aTacabtataTTacabtad -> cababadtadTababada
  aTadabtataTTacabtad -> cacabadtadTababada
  aTababtataTTacabtad -> badacadtadTababada
  dtabTababadTabattad -> taTTacababtabtab
  dtabTababadTabattab -> taTTacababtabtad
  dtabTababadTadattad -> taTTacabtabacactab
  dtabTababadTadattab -> taTTacabtabacactad
  dtabTababadTacattad -> taTTacabtababactab
  dtabTababadTacattab -> taTTacabtababactad
  abtadtabataTTacabtad -> tabactadtadTababada
  dtabTababadtabactada -> taTTacabattabtabad
  dtabTababababTadabada -> taTTacabtadTTababtad
  dtabTababababTacabada -> taTTacabataTTadactad
  dtabTababababTababada -> taTTacabtadTTacabtad
  dtabTabacabababada -> taTTacactababada
  TacattabataTTacabtad -> acabadtadtadTababada
  TadattabataTTacabtad -> acacadtadtadTababada
  aTabababtataTTacabtad -> badTababttadTababada
  daTTababtataTTacabtad -> babTadabadtadTababada
  daTTadabtataTTacabtad -> babTacabadtadTababada
  daTTacabtataTTacabtad -> babTababadtadTababada
  dadTacabtataTTacabtad -> adabababadtadTababada
  dabTadactataTTacabtad -> adabacabadtadTababada
  abtadTacabtataTTacabtad -> tababababadtadTababada
  dtabTababadtababababada -> taTTacabattabTacabtad
  abtabTadactataTTacabtad -> tababacabadtadTababada
  dtabTababadtababacabada -> taTTacabattabTadabtad
  acabababTadactataTTacabtad -> TacabtabacabadtadTababada
  dtabTababadTacabtabacabada -> taTTacabtababababTadactad
  acacabadTacabtataTTacabtad -> TadabtabababadtadTababada
  dtabTabababTadactabababada -> taTTacabtabacabadTacabtad
  acababadTacabtataTTacabtad -> TacabtabababadtadTababada
  dtabTababadTacabtabababada -> taTTacabtabababadTacabtad
  acacababTadactataTTacabtad -> TadabtabacabadtadTababada
  dtabTabababTadactabacabada -> taTTacabtabacababTadactad
  bttabTacabada -> ttaTTadabtad
  dtabTacacad -> taTTadabt
  dtabTacacabaT -> taTTadactaT
  tabtabTacabada -> atataTTadabtad
  dtabTacababaTTa -> taTTadabadtaTT
  badataTTadabtad -> cadtadTacabada
  abtadtadTacabada -> tabataTTadabtad
  tadataTTadabtad -> btadtadTacabada
  dtabTacababacTad -> taTTadabtabTada
  dtabTacacabacTad -> taTTadacadataT
  dtabTacacabacTab -> taTTadacadtadT
  dtabTacacabacTac -> taTTadacadtabT
  dtabTTadattaba -> tabTTadattada
  dtabTacacataTTa -> taTTadattaTTa
  acababadtadTacabada -> TacabtataTTadabtad
  acacabadtadTacabada -> TadabtataTTadabtad
  abadacadtadTacabada -> TababtataTTadabtad
  dadtabataTTadabtad -> adactadtadTacabada
  aTacabtataTTadabtad -> cababadtadTacabada
  aTadabtataTTadabtad -> cacabadtadTacabada
  aTababtataTTadabtad -> badacadtadTacabada
  dtabTacabadTabattad -> taTTadababtabtab
  dtabTacabadTabattab -> taTTadababtabtad
  dtabTacabadTadattad -> taTTadabtabacactab
  dtabTacabadTadattab -> taTTadabtabacactad
  dtabTacabadTacattad -> taTTadabtababactab
  dtabTacabadTacattab -> taTTadabtababactad
  abtadtabataTTadabtad -> tabactadtadTacabada
  dtabTacabadtabactada -> taTTadabattabtabad
  dtabTacabababTadabada -> taTTadabtadTTababtad
  dtabTacabababTacabada -> taTTadabataTTadactad
  dtabTacabababTababada -> taTTadabtadTTacabtad
  dtabTacacabababada -> taTTadactababada
  TacattabataTTadabtad -> acabadtadtadTacabada
  TadattabataTTadabtad -> acacadtadtadTacabada
  aTabababtataTTadabtad -> badTababttadTacabada
  daTTababtataTTadabtad -> babTadabadtadTacabada
  daTTadabtataTTadabtad -> babTacabadtadTacabada
  daTTacabtataTTadabtad -> babTababadtadTacabada
  dadTacabtataTTadabtad -> adabababadtadTacabada
  dabTadactataTTadabtad -> adabacabadtadTacabada
  abtadTacabtataTTadabtad -> tababababadtadTacabada
  dtabTacabadtababababada -> taTTadabattabTacabtad
  abtabTadactataTTadabtad -> tababacabadtadTacabada
  dtabTacabadtababacabada -> taTTadabattabTadabtad
  acabababTadactataTTadabtad -> TacabtabacabadtadTacabada
  dtabTacabadTacabtabacabada -> taTTadabtababababTadactad
  acacabadTacabtataTTadabtad -> TadabtabababadtadTacabada
  dtabTacababTadactabababada -> taTTadabtabacabadTacabtad
  acababadTacabtataTTadabtad -> TacabtabababadtadTacabada
  dtabTacabadTacabtabababada -> taTTadabtabababadTacabtad
  acacababTadactataTTadabtad -> TadabtabacabadtadTacabada
  dtabTacababTadactabacabada -> taTTadabtabacababTadactad
  bttabTadabada -> ttaTTababtad
  dtabTadacad -> taTTababt
  dtabTadacabaT -> taTTabactaT
  tabtabTadabada -> atataTTababtad
  dtabTadababaTTa -> taTTababadtaTT
  tabataTTababtad -> abtataTTababta
  dtabTadababacTad -> taTTababtabTada
  dtabTadacabacTad -> taTTabacadataT
  dtabTadacabacTab -> taTTabacadtadT
  dtabTadacabacTac -> taTTabacadtabT
  dtabTadacactada -> taTTabadttada
  TacabtataTTababtad -> acababataTTababta
  TadabtataTTababtad -> actababacabadTada
  TababtataTTababtad -> abadacataTTababta
  dtadTadTababattad -> taTTabababtabtab
  dtadTadTababattab -> taTTabababtabtad
  dtabTadabadtabactada -> taTTababattabtabad
  dtabTadabababTadabada -> taTTababtadTTababtad
  dtabTadabababTacabada -> taTTababataTTadactad
  dtabTadabababTababada -> taTTababtadTTacabtad
  dtabTadacabababada -> taTTabactababada
  aTabababtataTTababtad -> badTabattaTTababta
  dabTadactataTTababtad -> adabtababacabadTada
  dtabTadabadtababababada -> taTTababattabTacabtad
  abtabTadactataTTababtad -> tababtababacabadTada
  dtabTadabadtababacabada -> taTTababattabTadabtad
  acabababTadactataTTababtad -> TacabtabtababacabadTada
  acacababTadactataTTababtad -> TadabtabtababacabadTada
  aTabacttada -> badabtabad
  aTababtabTada -> badacabacTad
  aTabattattadac -> badabtattadab
  aTabattattadab -> badabtattadac
  aTabactadabtab -> badabTabattad
  aTabactadabtad -> badabTabattab
  aTabadtabactab -> badabTacattad
  aTabadtabactad -> badabTacattab
  aTabadtababada -> badabTacabtad
  aTabactadacada -> badabTababtad
  cacabadTabat -> aTadababtaba
  cababadTabat -> aTacababtaba
  aTabacttadtabad -> badabtabactada
  aTabacttadTacabtad -> badabtababababada
  aTabacttabTadactad -> badabtababacabada
  badabTacabtabacabada -> aTTabattabTTabattab
  badabTacabtabababada -> aTTabattabTabacabtad
  adacTacTadTa -> dababTTabaT
  adacTacTabaT -> dababTTadTa
  dabadTTacTad -> adacTabTTada
  adacTacTabadT -> dababTTadTab
  adacTacTabacT -> dababTTadTad
  adacTacTababT -> dababTTadTac
  dababTTabacTad -> adacTacTabTada
  adacTacTabTadac -> dababTTabacTab
  adacTacTabTadab -> dababTTabacTac
  adacTaTTacabtad -> dabadTTababada
  adacTaTTadabtad -> dabadTTacabada
  adacTaTTababtad -> dabacTTadacada
  abacTabacabadac -> dabaTTTabattad
  dabaTTTabattab -> abacTabacabada
  adacTabTacactab -> dabaTTTadattad
  adacTabTacactad -> dabaTTTadattab
  adacTabTabactab -> dabaTTTacattad
  adacTabTabactad -> dabaTTTacattab
  adacTabTababada -> dabaTTTacabtad
  adacTabTacabada -> dabaTTTadabtad
  abacTabacTacada -> dabaTTTababtad
  adacTaTTabababtad -> dabacTTadTababta
  dababTTadTacabtad -> adacTacTabababada
  dababTTabTadactad -> adacTacTabacabada
  adacTabTabababTadactad -> dabaTTTacabtabacabada
  adacTabTacabadTacabtad -> dabaTTTadabtabababada
  adacTabTababadTacabtad -> dabaTTTacabtabababada
  adacTabTacababTadactad -> dabaTTTadabtabacabada
  dTTacTadTa -> TTacTabaT
  TacTabadTTaT -> bTacTacTaTTa
  TacTababTTada -> bTacTacTacTad
  TacTabacTabadT -> bTadTaTTabab
  TacTabacTabacT -> bTadTaTTabad
  TacTabacTababT -> bTadTaTTabac
  TacTabacTabTada -> bTacTabTabacTad
  dabacTacTacTadTa -> adabTababTTabaT
  dadtabacTacTadTa -> adactababTTabaT
  TacTababTadactab -> bTacTadTTabattad
  TacTababTadactad -> bTacTadTTabattab
  TacTababTacactab -> bTacTadTTadattad
  TacTababTacactad -> bTacTadTTadattab
  TacTababTabactab -> bTacTadTTacattad
  TacTababTabactad -> bTacTadTTacattab
  aTadabadtabTTadTa -> cacabababTTabaT
  bTacTabTadattadab -> TacTabTadattabab
  bTacTabTadattadac -> TacTabTadattabac
  TacTabacTacTTadac -> bTacTabTadaTTadab
  TacTabacTacTTadab -> bTacTabTadaTTadac
  abtadtabacTacTadTa -> tabactababTTabaT
  TacTababTabababTadactad -> bTacTadTTacabtabacabada
  TacTababTacabadTacabtad -> bTacTacTTadactabababada
  TacTababTababadTacabtad -> bTacTadTTacabtabababada
  TacTababTacababTadactad -> bTacTacTTadactabacabada
  dabacacac -> adabTadat
  adabTadatttadac -> dabacacattadab
  adabTadatttadab -> dabacacattadac
  adabTadaTTTadac -> dabacTaTTTadab
  adabTadaTTTadab -> dabacTaTTTadac
  dabTadabttada -> adabacactabad
  dabacTaba -> abaTTabat
  babacTabaT -> cabaTTaba
  tabtaTTaba -> attadTadTa
  dabadTTadTa -> adacTaTTaba
  Tababtaba -> abadTabat
  aTadababtabaT -> cacabadTaba
  aTacababtabaT -> cababadTaba
  dadTabababtabaT -> adTabababa
  dadTacababtabaT -> adabababadTaba
  TadabtababT -> acacabadTac
  TadabtabacT -> acacabadTad
  TadabtabadT -> acacabadTab
  dTacacabadTa -> cTTadactabaT
  dTTacacabadTa -> TTTadactabaT
  cTTacacabadTa -> bTTTadactabaT
  cadaTTadactabaT -> cabaTTadactadTa
  cTadaTTadactabaT -> cTabaTTadactadTa
  btadaTTadactabaT -> btabaTTadactadTa
  TacabtababT -> acababadTac
  TacabtabacT -> acababadTad
  TacabtabadT -> acababadTab
  dabTadababtabaT -> dabacacabadTaba
  dababTabababaTTa -> adadTTacabadtaTT
  dababTabababacTad -> adadTTacabtabTada
  dababTababadTabattad -> adadTTacababtabtab
  dababTababadTabattab -> adadTTacababtabtad
  dababTababadTadattad -> adadTTacabtabacactab
  dababTababadTadattab -> adadTTacabtabacactad
  dababTababadTacattad -> adadTTacabtababactab
  dababTababadTacattab -> adadTTacabtababactad
  dababTababadtabactada -> adadTTacabattabtabad
  dababTababababTadabada -> adadTTacabtadTTababtad
  dababTababababTacabada -> adadTTacabataTTadactad
  dababTababababTababada -> adadTTacabtadTTacabtad
  dababTababadtababababada -> adadTTacabattabTacabtad
  dababTababadtababacabada -> adadTTacabattabTadabtad
  dababTababadTacabtabacabada -> adadTTacabtababababTadactad
  dababTabababTadactabababada -> adadTTacabtabacabadTacabtad
  dababTababadTacabtabababada -> adadTTacabtabababadTacabtad
  dababTabababTadactabacabada -> adadTTacabtabacababTadactad
  adacTTadactadTa -> dababTacababaT
  adacTTadactadtad -> dababTacabadtab
  adacTTadactadtab -> dababTacabadtad
  dababTacababaTTa -> adacTTadacadtaTT
  dababTacababacTad -> adacTTadactabTada
  adacTTadactadtattadac -> dababTacabadtattadab
  adacTTadactadtattadab -> dababTacabadtattadac
  dababTacabadTabattad -> adacTTadacabtabtab
  dababTacabadTabattab -> adacTTadacabtabtad
  dababTacabadTadattad -> adacTTadactabacactab
  dababTacabadTadattab -> adacTTadactabacactad
  dababTacabadTacattad -> adacTTadactababactab
  dababTacabadTacattab -> adacTTadactababactad
  dababTacabadtabactada -> adacTTadacattabtabad
  dababTacabababTadabada -> adacTTadactadTTababtad
  dababTacabababTacabada -> adacTTadacataTTadactad
  dababTacabababTababada -> adacTTadactadTTacabtad
  cTabTabacacabad -> dTaTTacadtabad
  btabTabacacabad -> ctaTTacadtabad
  dababTacabadtababababada -> adacTTadacattabTacabtad
  dababTacabadtababacabada -> adacTTadacattabTadabtad
  dababTacabadTacabtabacabada -> adacTTadactababababTadactad
  dababTacababTadactabababada -> adacTTadactabacabadTacabtad
  dababTacabadTacabtabababada -> adacTTadactabababadTacabtad
  dababTacababTadactabacabada -> adacTTadactabacababTadactad
  dababTadababaTTa -> adadTTababadtaTT
  dabadTadTababta -> adadTTabababtad
  dababTadababacTad -> adadTTababtabTada
  dabadTadTababattad -> adadTTabababtabtab
  dabadTadTababattab -> adadTTabababtabtad
  dababTadabadtabactada -> adadTTababattabtabad
  dababTadabababTadabada -> adadTTababtadTTababtad
  dababTadabababTacabada -> adadTTababataTTadactad
  dababTadabababTababada -> adadTTababtadTTacabtad
  dababTadabadtababababada -> adadTTababattabTacabtad
  dababTadabadtababacabada -> adadTTababattabTadabtad
  tabababaca -> abtadTacat
  dacTababaca -> bacTadTacat
  dadtadTabaca -> adataTTacat
  bTacTababaca -> TacTadTacat
  dadTacacttada -> adababactabad
  aTadabtababaca -> cacabadTacat
  aTacabtababaca -> cababadTacat
  dabTabaca -> baTTacat
  babTabaca -> daTTacat
  adacTacTababaca -> dababTTadTacat
  bTabTabaca -> TaTTacat
  abtabacTababaca -> tadaTTabacat
  acabadtadTacat -> tababababa
  bacTabacTababaca -> dadTaTTabacat
  dadTacabtababaca -> adabababadTacat
  TacTabacTababaca -> bTadTaTTabacat
  dadTacattattadac -> adababactattadab
  dadTacattattadab -> adababactattadac
  dadTacactadabtab -> adababacTabattad
  dadTacactadabtad -> adababacTabattab
  dadTacadtabactab -> adababacTacattad
  dadTacadtabactad -> adababacTacattab
  Tacadtabaca -> acabacTacat
  dadTacadtababada -> adababacTacabtad
  Tabadtabaca -> abadabTacat
  dadTacactadacada -> adababacTababtad
  dadTacacttadtabad -> adababactabactada
  abadacabacTababaca -> TabactaTTabacat
  acacababacTababaca -> TadactaTTabacat
  dadTacacttadTacabtad -> adababactababababada
  dadTacacttabTadactad -> adababactababacabada
  adababacTacabtabacabada -> dadTabadactadTTabattab
  dadTabadactadTabacabtad -> adababacTacabtabababada
  dacTabababadab -> bacTadTacabata
  dadtabacTababT -> dactabaTTabac
  abtadtabacTababT -> abattadaTTabac
  dacTabababadacabaT -> bacTadTacababtadTa
  dacTabababadacadtad -> bacTadTacababtadtab
  TacabattababTababT -> acababactabaTTabac
  TadabattababTababT -> acTacattadaTTabac
  TababattababTababT -> abadacactabaTTabac
  dacTabababadacadtab -> bacTadTacababtadtad
  cadtadTabT -> badataTTac
  btadtadTabT -> tadataTTac
  badTabattadTabT -> aTababatataTTac
  dTacTababT -> cTacTadTac
  dTTacTababT -> TTacTadTac
  bTacTabababadab -> TacTadTacabata
  dabacTacTacTababT -> adabTababTTadTac
  dadtabacTacTababT -> adactababTTadTac
  aTadabadtabTTababT -> cacabababTTadTac
  abtadtabacTacTababT -> tabactababTTadTac
  bTacTabababadacabaT -> TacTadTacababtadTa
  bTacTabababadacadtad -> TacTadTacababtadtab
  bTacTabababadacadtab -> TacTadTacababtadtad
  dadTacabadtaTT -> adababababaTTa
  adabababadTabat -> dadTacababtaba
  adacTacTabababadab -> dababTTadTacabata
  acabadtadTacabata -> abtadTacabtab
  adabababadtabactada -> dadTacabattabtabad
  Tacadtababadab -> acabacTacabata
  Tabadtababadab -> abadabTacabata
  adababababaTTadabtad -> dadTacabadtabTabada
  adababababaTTacabtad -> dadTacabadtadTabada
  adabababadtababababada -> dadTacabattabTacabtad
  adabababadtababacabada -> dadTacabattabTadabtad
  dadTababadtabT -> adTababtabTac
  tababacaca -> abtadTadat
  abtabTadababtabaT -> abtabacacabadTaba
  dacTabacaca -> bacTadTadat
  dadtadTacaca -> adataTTadat
  bTacTabacaca -> TacTadTadat
  adabTadattad -> dabTadattab
  adabTadattab -> dabTadattad
  aTadabtabacaca -> cacabadTadat
  aTacabtabacaca -> cababadTadat
  dabTacaca -> baTTadat
  babTacaca -> daTTadat
  baTTabacttadaT -> adabacabadTab
  baTTabattadacT -> adabacabadTad
  baTTabattadabT -> adabacabadTac
  adacTacTabacaca -> dababTTadTadat
  bTabTacaca -> TaTTadat
  abtabacTabacaca -> tadaTTabadat
  acabadtadTadat -> tababacaba
  bacTabacTabacaca -> dadTaTTabadat
  baTTabattadacaca -> adabacabadTadat
  dadTacabtabacaca -> adabababadTadat
  baTTabattadabaca -> adabacabadTacat
  TacTabacTabacaca -> bTadTaTTabadat
  dadTadattattadac -> adabacactattadab
  dadTadattattadab -> adabacactattadac
  dabTadabttadtabad -> adabacactabactada
  abadacabacTabacaca -> TabactaTTabadat
  acacababacTabacaca -> TadactaTTabadat
  dtabTabacacac -> taTTacadata
  dtabTadacacac -> taTTabadata
  dabTadabttadTacabtad -> adabacactababababada
  dabTadabttabTadactad -> adabacactababacabada
  dabTadababtabacabada -> dabacacabadTTabattab
  dabacacabadTabacabtad -> dabTadababtabababada
  abaTTabacttabababada -> dabacabadTabacabtad
  dacTabacabadab -> bacTabTadacata
  dadtabacTabacT -> dactabaTTabad
  abtadtabacTabacT -> abattadaTTabad
  bacTabTadababtabaT -> bacTabacacabadTaba
  dacTabacabadacabaT -> bacTabTadacabtadTa
  dacTabacabadacadtad -> bacTabTadacabtadtab
  TacabattababTabacT -> acababactabaTTabad
  TadabattababTabacT -> acTacattadaTTabad
  TababattababTabacT -> abadacactabaTTabad
  dacTabacabadacadtab -> bacTabTadacabtadtad
  cadtadTacT -> badataTTad
  btadtadTacT -> tadataTTad
  badTabattadTacT -> aTababatataTTad
  dTacTabacT -> cTacTadTad
  dTTacTabacT -> TTacTadTad
  bTacTabacabadab -> TacTabTadacata
  dabacTacTacTabacT -> adabTababTTadTad
  dadtabacTacTabacT -> adactababTTadTad
  aTadabadtabTTabacT -> cacabababTTadTad
  TacTabTadababtabaT -> TacTabacacabadTaba
  abtadtabacTacTabacT -> tabactababTTadTad
  bTacTabacabadacabaT -> TacTabTadacabtadTa
  bTacTabacabadacadtad -> TacTabTadacabtadtab
  bTacTabacabadacadtab -> TacTabTadacabtadtad
  dabacabadab -> abaTTabatta
  dabTadaca -> baTTabat
  adabacababaTTa -> baTTababttaTT
  baTTabacttabaT -> adabacabadTaba
  baTTabatttabad -> adabacabadtaba
  btabTadacadtaTT -> ctaTTababttaTT
  cTabTadacadtaTT -> dTaTTababttaTT
  adabacabadtabac -> baTTabatttabab
  adabacabadtabab -> baTTabatttabac
  adabacabadTabat -> baTTabacttaba
  dabTadactattadab -> baTTabattattadac
  dabTadactattadac -> baTTabattattadab
  adacTacTabacabadab -> dababTTabTadacata
  cTabTadacabtabtad -> dTaTTabacttabtad
  cTabTadacabtabtab -> dTaTTabacttabtab
  btabTadacabtabtad -> ctaTTabacttabtad
  btabTadacabtabtab -> ctaTTabacttabtab
  baTTababttabTTadTa -> adabacabababTTabaT
  baTTababttabTTabaT -> adabacabababTTadTa
  cTabTadacattabtabad -> dTaTTabatttabtabad
  btabTadacattabtabad -> ctaTTabatttabtabad
  baTTabacttabacabada -> adabacabadTTabattab
  adabacabadTabacabtad -> baTTabacttabababada
  baTTababttabTTabacT -> adabacabababTTadTad
  baTTababttabTTababT -> adabacabababTTadTac
  dabTadacTababtad -> baTTabactadacada
  dabTadacTacabtad -> baTTabadtababada
  dtabTabacacabac -> taTTacadtabac
  dtabTadacacabac -> taTTabadtabac
  baTTababtataTTadacada -> adabacababaTTTababtad
  baTTababttadTTacabada -> adabacababaTTTadabtad
  baTTababttadTTababada -> adabacababaTTTacabtad
  btabTadacattabTacabtad -> ctaTTabatttabTacabtad
  cTabTadacattabTacabtad -> dTaTTabatttabTacabtad
  btabTadacattabTadabtad -> ctaTTabatttabTadabtad
  cTabTadacattabTadabtad -> dTaTTabatttabTadabtad
  TTabattabTababta -> abadabTacababtad
  dadTababadataT -> adTababtabTad
  abadacTacTad -> acababTTada
  TabadactadTababta -> acabacTacababtad
  tababadaca -> abtadTabat
  abtadTababadtaT -> tabTababtabTa
  abtadTababadataT -> tabTababtabTad
  abtadTababadtabT -> tabTababtabTac
  abadabTacababtadTa -> TTabattabTabactaT
  TabadactadTabactaT -> acabacTacababtadTa
  abadabTacababtadtad -> TTabattabTababttab
  abadabTacababtadtab -> TTabattabTababttad
  TabadactadTababttab -> acabacTacababtadtad
  TabadactadTababttad -> acabacTacababtadtab
  dacTabadaca -> bacTadTabat
  dadtabTadaba -> adataTTabat
  bTacTabadaca -> TacTadTabat
  dadTabacttada -> adabadactabad
  aTabababtaba -> badTababat
  babTadaca -> daTTabat
  adacTacTabadaca -> dababTTadTabat
  bTabTadaca -> TaTTabat
  abtabacTabadaca -> tadaTTababat
  tabababadacaca -> acabadtadTabat
  bacTabacTabadaca -> dadTaTTababat
  TacTabacTabadaca -> bTadTaTTababat
  dadTabattattadac -> adabadactattadab
  dadTabattattadab -> adabadactattadac
  dadTabactadabtab -> adabadacTabattad
  dadTabactadabtad -> adabadacTabattab
  dadTabadtabactab -> adabadacTacattad
  dadTabadtabactad -> adabadacTacattab
  Tacactadaba -> acabacTabat
  dadTabadtababada -> adabadacTacabtad
  Tabactadaba -> abadabTabat
  cababaTTacattabTabattab -> adababtad
  cababaTTacattabTabattad -> adababtab
  dadTabactadacada -> adabadacTababtad
  dadTabacttadtabad -> adabadactabactada
  abadacabacTabadaca -> TabactaTTababat
  acacababacTabadaca -> TadactaTTababat
