OVERFLOW active=3001 total=3198
  tATAtaTATaTaaaTat -> AtATAtaaaTaaaaaaTaaT
  TTaTaaaTaTaaaat -> aaTaaaaaaTaaTaaaaaaaaT
  TTaTaaaTaTaaaaat -> aaTaaaaaaTaaTaaaaaaaaaaT
  TTaTaaaTaTaaaaaat -> aaTaaaaaaTaaTaaaaaaaaaaaaT
  TTaTaaaTaTaaaaaaat -> aaTaaaaaaTaaTaaaaaaaaaaaaaaT
  TTaaaTaTaTat -> aaaaaaTaaTaaTaaT
  TTaaaTaTaTaat -> aaaaaaTaaTaaTaaaaT
  TTaaaTaTaTaaat -> aaaaaaTaaTaaTaaaaaaT
  tATAtaTATaaaTaTat -> AtATAtaaaaaaaTaaTaaT
  TTaaaTaTaTaaaat -> aaaaaaTaaTaaTaaaaaaaaT
  TTaaaTaTaTaaaaat -> aaaaaaTaaTaaTaaaaaaaaaaT
  TTaaaTaTaTaaaaaat -> aaaaaaTaaTaaTaaaaaaaaaaaaT
  TTaaaTaTaTaaaaaaat -> aaaaaaTaaTaaTaaaaaaaaaaaaaaT
  TTaaaTaTaaTat -> aaaaaaTaaTaaaaTaaT
  TTaaaTaTaaTaat -> aaaaaaTaaTaaaaTaaaaT
  TTaaaTaTaaTaaat -> aaaaaaTaaTaaaaTaaaaaaT
  tATAtaTATaaaTaTaat -> AtATAtaaaaaaaTaaTaaaaT
  TTaaaTaTaaTaaaat -> aaaaaaTaaTaaaaTaaaaaaaaT
  TTaaaTaTaaTaaaaat -> aaaaaaTaaTaaaaTaaaaaaaaaaT
  TTaaaTaTaaTaaaaaat -> aaaaaaTaaTaaaaTaaaaaaaaaaaaT
  TTaaaTaTaaTaaaaaaat -> aaaaaaTaaTaaaaTaaaaaaaaaaaaaaT
  TTaaaTaTaaaTat -> aaaaaaTaaTaaaaaaTaaT
  TTaaaTaTaaaTaat -> aaaaaaTaaTaaaaaaTaaaaT
  TTaaaTaTaaaTaaat -> aaaaaaTaaTaaaaaaTaaaaaaT
  tATAtaTATaaaTaTaaat -> AtATAtaaaaaaaTaaTaaaaaaT
  TTaaaTaTaaaTaaaat -> aaaaaaTaaTaaaaaaTaaaaaaaaT
  TTaaaTaTaaaTaaaaat -> aaaaaaTaaTaaaaaaTaaaaaaaaaaT
  TTaaaTaTaaaTaaaaaat -> aaaaaaTaaTaaaaaaTaaaaaaaaaaaaT
  TTaaaTaTaaaaTat -> aaaaaaTaaTaaaaaaaaTaaT
  TTaaaTaTaaaaTaat -> aaaaaaTaaTaaaaaaaaTaaaaT
  TTaaaTaTaaaaTaaat -> aaaaaaTaaTaaaaaaaaTaaaaaaT
  tATAtaTATaaaTaTaaaat -> AtATAtaaaaaaaTaaTaaaaaaaaT
  TTaaaTaTaaaaTaaaat -> aaaaaaTaaTaaaaaaaaTaaaaaaaaT
  TTaaaTaTaaaaTaaaaat -> aaaaaaTaaTaaaaaaaaTaaaaaaaaaaT
  TTATaTaaTat -> AATaaTaaaaTaaT
  aTTATaTaaTaTat -> ATaaTaaaaTaaTaaT
  aTTATaTaaTaTaat -> ATaaTaaaaTaaTaaaaT
  aTTATaTaaTaTaaat -> ATaaTaaaaTaaTaaaaaaT
  tATAtaTATATaTaaTat -> AtATAtATaaTaaaaTaaT
  aTTATaTaaTaTaaaat -> ATaaTaaaaTaaTaaaaaaaaT
  aTTATaTaaTaTaaaaat -> ATaaTaaaaTaaTaaaaaaaaaaT
  aTTATaTaaTaTaaaaaat -> ATaaTaaaaTaaTaaaaaaaaaaaaT
  aTTATaTaaTaTaaaaaaat -> ATaaTaaaaTaaTaaaaaaaaaaaaaaT
  TTaTaaTaTaTat -> aaTaaaaTaaTaaTaaT
  TTaTaaTaTaTaat -> aaTaaaaTaaTaaTaaaaT
  TTaTaaTaTaTaaat -> aaTaaaaTaaTaaTaaaaaaT
  tATAtaTATaTaaTaTat -> AtATAtaaaTaaaaTaaTaaT
  TTaTaaTaTaTaaaat -> aaTaaaaTaaTaaTaaaaaaaaT
  TTaTaaTaTaTaaaaat -> aaTaaaaTaaTaaTaaaaaaaaaaT
  TTaTaaTaTaTaaaaaat -> aaTaaaaTaaTaaTaaaaaaaaaaaaT
  TTaTaaTaTaTaaaaaaat -> aaTaaaaTaaTaaTaaaaaaaaaaaaaaT
  TTaTaaTaTaaTat -> aaTaaaaTaaTaaaaTaaT
  TTaTaaTaTaaTaat -> aaTaaaaTaaTaaaaTaaaaT
  TTaTaaTaTaaTaaat -> aaTaaaaTaaTaaaaTaaaaaaT
  tATAtaTATaTaaTaTaat -> AtATAtaaaTaaaaTaaTaaaaT
  TTaTaaTaTaaTaaaat -> aaTaaaaTaaTaaaaTaaaaaaaaT
  TTaTaaTaTaaTaaaaat -> aaTaaaaTaaTaaaaTaaaaaaaaaaT
  TTaTaaTaTaaTaaaaaat -> aaTaaaaTaaTaaaaTaaaaaaaaaaaaT
  TTaTaaTaTaaaTat -> aaTaaaaTaaTaaaaaaTaaT
  TTaTaaTaTaaaTaat -> aaTaaaaTaaTaaaaaaTaaaaT
  TTaTaaTaTaaaTaaat -> aaTaaaaTaaTaaaaaaTaaaaaaT
  tATAtaTATaTaaTaTaaat -> AtATAtaaaTaaaaTaaTaaaaaaT
  TTaTaaTaTaaaTaaaat -> aaTaaaaTaaTaaaaaaTaaaaaaaaT
  TTaTaaTaTaaaTaaaaat -> aaTaaaaTaaTaaaaaaTaaaaaaaaaaT
  TTaTaaTaTaaaaTat -> aaTaaaaTaaTaaaaaaaaTaaT
  TTaTaaTaTaaaaTaat -> aaTaaaaTaaTaaaaaaaaTaaaaT
  TTaTaaTaTaaaaTaaat -> aaTaaaaTaaTaaaaaaaaTaaaaaaT
  tATAtaTATaTaaTaTaaaat -> AtATAtaaaTaaaaTaaTaaaaaaaaT
  TTaTaaTaTaaaaTaaaat -> aaTaaaaTaaTaaaaaaaaTaaaaaaaaT
  TTATaaTaTat -> AATaaaaTaaTaaT
  aTTATaaTaTaTat -> ATaaaaTaaTaaTaaT
  aTTATaaTaTaTaat -> ATaaaaTaaTaaTaaaaT
  aTTATaaTaTaTaaat -> ATaaaaTaaTaaTaaaaaaT
  tATAtaTATATaaTaTat -> AtATAtATaaaaTaaTaaT
  aTTATaaTaTaTaaaat -> ATaaaaTaaTaaTaaaaaaaaT
  aTTATaaTaTaTaaaaat -> ATaaaaTaaTaaTaaaaaaaaaaT
  aTTATaaTaTaTaaaaaat -> ATaaaaTaaTaaTaaaaaaaaaaaaT
  aTTATaaTaTaTaaaaaaat -> ATaaaaTaaTaaTaaaaaaaaaaaaaaT
  TTaaTaTaTaTat -> aaaaTaaTaaTaaTaaT
  TTaaTaTaTaTaat -> aaaaTaaTaaTaaTaaaaT
  TTaaTaTaTaTaaat -> aaaaTaaTaaTaaTaaaaaaT
  tATAtaTATaaTaTaTat -> AtATAtaaaaaTaaTaaTaaT
  TTaaTaTaTaTaaaat -> aaaaTaaTaaTaaTaaaaaaaaT
  TTaaTaTaTaTaaaaat -> aaaaTaaTaaTaaTaaaaaaaaaaT
  TTaaTaTaTaTaaaaaat -> aaaaTaaTaaTaaTaaaaaaaaaaaaT
  TTaaTaTaTaTaaaaaaat -> aaaaTaaTaaTaaTaaaaaaaaaaaaaaT
  TTaaTaTaTaaTat -> aaaaTaaTaaTaaaaTaaT
  TTaaTaTaTaaTaat -> aaaaTaaTaaTaaaaTaaaaT
  TTaaTaTaTaaTaaat -> aaaaTaaTaaTaaaaTaaaaaaT
  tATAtaTATaaTaTaTaat -> AtATAtaaaaaTaaTaaTaaaaT
  TTaaTaTaTaaTaaaat -> aaaaTaaTaaTaaaaTaaaaaaaaT
  TTaaTaTaTaaTaaaaat -> aaaaTaaTaaTaaaaTaaaaaaaaaaT
  TTaaTaTaTaaTaaaaaat -> aaaaTaaTaaTaaaaTaaaaaaaaaaaaT
  TTaaTaTaTaaaTat -> aaaaTaaTaaTaaaaaaTaaT
  TTaaTaTaTaaaTaat -> aaaaTaaTaaTaaaaaaTaaaaT
  TTaaTaTaTaaaTaaat -> aaaaTaaTaaTaaaaaaTaaaaaaT
  tATAtaTATaaTaTaTaaat -> AtATAtaaaaaTaaTaaTaaaaaaT
  TTaaTaTaTaaaTaaaat -> aaaaTaaTaaTaaaaaaTaaaaaaaaT
  TTaaTaTaTaaaTaaaaat -> aaaaTaaTaaTaaaaaaTaaaaaaaaaaT
  TTaaTaTaTaaaaTat -> aaaaTaaTaaTaaaaaaaaTaaT
  TTaaTaTaTaaaaTaat -> aaaaTaaTaaTaaaaaaaaTaaaaT
  TTaaTaTaTaaaaTaaat -> aaaaTaaTaaTaaaaaaaaTaaaaaaT
  tATAtaTATaaTaTaTaaaat -> AtATAtaaaaaTaaTaaTaaaaaaaaT
  TTaaTaTaTaaaaTaaaat -> aaaaTaaTaaTaaaaaaaaTaaaaaaaaT
  TTATaaTaTaat -> AATaaaaTaaTaaaaT
  aTTATaaTaTaaTat -> ATaaaaTaaTaaaaTaaT
  aTTATaaTaTaaTaat -> ATaaaaTaaTaaaaTaaaaT
  aTTATaaTaTaaTaaat -> ATaaaaTaaTaaaaTaaaaaaT
  tATAtaTATATaaTaTaat -> AtATAtATaaaaTaaTaaaaT
  aTTATaaTaTaaTaaaat -> ATaaaaTaaTaaaaTaaaaaaaaT
  aTTATaaTaTaaTaaaaat -> ATaaaaTaaTaaaaTaaaaaaaaaaT
  aTTATaaTaTaaTaaaaaat -> ATaaaaTaaTaaaaTaaaaaaaaaaaaT
  aTTATaaTaTaaTaaaaaaat -> ATaaaaTaaTaaaaTaaaaaaaaaaaaaaT
  TTaaTaTaaTaTat -> aaaaTaaTaaaaTaaTaaT
  TTaaTaTaaTaTaat -> aaaaTaaTaaaaTaaTaaaaT
  TTaaTaTaaTaTaaat -> aaaaTaaTaaaaTaaTaaaaaaT
  tATAtaTATaaTaTaaTat -> AtATAtaaaaaTaaTaaaaTaaT
  TTaaTaTaaTaTaaaat -> aaaaTaaTaaaaTaaTaaaaaaaaT
  TTaaTaTaaTaTaaaaat -> aaaaTaaTaaaaTaaTaaaaaaaaaaT
  TTaaTaTaaTaTaaaaaat -> aaaaTaaTaaaaTaaTaaaaaaaaaaaaT
  TTaaTaTaaTaaTat -> aaaaTaaTaaaaTaaaaTaaT
  TTaaTaTaaTaaTaat -> aaaaTaaTaaaaTaaaaTaaaaT
  TTaaTaTaaTaaTaaat -> aaaaTaaTaaaaTaaaaTaaaaaaT
  tATAtaTATaaTaTaaTaat -> AtATAtaaaaaTaaTaaaaTaaaaT
  TTaaTaTaaTaaTaaaat -> aaaaTaaTaaaaTaaaaTaaaaaaaaT
  TTaaTaTaaTaaTaaaaat -> aaaaTaaTaaaaTaaaaTaaaaaaaaaaT
  TTaaTaTaaTaaaTat -> aaaaTaaTaaaaTaaaaaaTaaT
  TTaaTaTaaTaaaTaat -> aaaaTaaTaaaaTaaaaaaTaaaaT
  TTaaTaTaaTaaaTaaat -> aaaaTaaTaaaaTaaaaaaTaaaaaaT
  tATAtaTATaaTaTaaTaaat -> AtATAtaaaaaTaaTaaaaTaaaaaaT
  TTaaTaTaaTaaaTaaaat -> aaaaTaaTaaaaTaaaaaaTaaaaaaaaT
  TTaaTaTaaTaaaaTat -> aaaaTaaTaaaaTaaaaaaaaTaaT
  TTaaTaTaaTaaaaTaat -> aaaaTaaTaaaaTaaaaaaaaTaaaaT
  TTaaTaTaaTaaaaTaaat -> aaaaTaaTaaaaTaaaaaaaaTaaaaaaT
  tATAtaTATaaTaTaaTaaaat -> AtATAtaaaaaTaaTaaaaTaaaaaaaaT
  TTATaTaTaTat -> AATaaTaaTaaTaaT
  aTTATaTaTaTaTat -> ATaaTaaTaaTaaTaaT
  aTTATaTaTaTaTaat -> ATaaTaaTaaTaaTaaaaT
  aTTATaTaTaTaTaaat -> ATaaTaaTaaTaaTaaaaaaT
  tATAtaTATATaTaTaTat -> AtATAtATaaTaaTaaTaaT
  aTTATaTaTaTaTaaaat -> ATaaTaaTaaTaaTaaaaaaaaT
  aTTATaTaTaTaTaaaaat -> ATaaTaaTaaTaaTaaaaaaaaaaT
  aTTATaTaTaTaTaaaaaat -> ATaaTaaTaaTaaTaaaaaaaaaaaaT
  aTTATaTaTaTaTaaaaaaat -> ATaaTaaTaaTaaTaaaaaaaaaaaaaaT
  TTaTaTaTaTaTat -> aaTaaTaaTaaTaaTaaT
  TTaTaTaTaTaTaat -> aaTaaTaaTaaTaaTaaaaT
  TTaTaTaTaTaTaaat -> aaTaaTaaTaaTaaTaaaaaaT
  tATAtaTATaTaTaTaTat -> AtATAtaaaTaaTaaTaaTaaT
  TTaTaTaTaTaTaaaat -> aaTaaTaaTaaTaaTaaaaaaaaT
  TTaTaTaTaTaTaaaaat -> aaTaaTaaTaaTaaTaaaaaaaaaaT
  TTaTaTaTaTaTaaaaaat -> aaTaaTaaTaaTaaTaaaaaaaaaaaaT
  TTaTaTaTaTaTaaaaaaat -> aaTaaTaaTaaTaaTaaaaaaaaaaaaaaT
  TTaTaTaTaTaaTat -> aaTaaTaaTaaTaaaaTaaT
  TTaTaTaTaTaaTaat -> aaTaaTaaTaaTaaaaTaaaaT
  TTaTaTaTaTaaTaaat -> aaTaaTaaTaaTaaaaTaaaaaaT
  tATAtaTATaTaTaTaTaat -> AtATAtaaaTaaTaaTaaTaaaaT
  TTaTaTaTaTaaTaaaat -> aaTaaTaaTaaTaaaaTaaaaaaaaT
  TTaTaTaTaTaaTaaaaat -> aaTaaTaaTaaTaaaaTaaaaaaaaaaT
  TTaTaTaTaTaaTaaaaaat -> aaTaaTaaTaaTaaaaTaaaaaaaaaaaaT
  TTaTaTaTaTaaaTat -> aaTaaTaaTaaTaaaaaaTaaT
  TTaTaTaTaTaaaTaat -> aaTaaTaaTaaTaaaaaaTaaaaT
  TTaTaTaTaTaaaTaaat -> aaTaaTaaTaaTaaaaaaTaaaaaaT
  tATAtaTATaTaTaTaTaaat -> AtATAtaaaTaaTaaTaaTaaaaaaT
  TTaTaTaTaTaaaTaaaat -> aaTaaTaaTaaTaaaaaaTaaaaaaaaT
  TTaTaTaTaTaaaTaaaaat -> aaTaaTaaTaaTaaaaaaTaaaaaaaaaaT
  TTaTaTaTaTaaaaTat -> aaTaaTaaTaaTaaaaaaaaTaaT
  TTaTaTaTaTaaaaTaat -> aaTaaTaaTaaTaaaaaaaaTaaaaT
  TTaTaTaTaTaaaaTaaat -> aaTaaTaaTaaTaaaaaaaaTaaaaaaT
  tATAtaTATaTaTaTaTaaaat -> AtATAtaaaTaaTaaTaaTaaaaaaaaT
  TTaTaTaTaTaaaaTaaaat -> aaTaaTaaTaaTaaaaaaaaTaaaaaaaaT
  TTATaTaTaTaat -> AATaaTaaTaaTaaaaT
  aTTATaTaTaTaaTat -> ATaaTaaTaaTaaaaTaaT
  aTTATaTaTaTaaTaat -> ATaaTaaTaaTaaaaTaaaaT
  aTTATaTaTaTaaTaaat -> ATaaTaaTaaTaaaaTaaaaaaT
  tATAtaTATATaTaTaTaat -> AtATAtATaaTaaTaaTaaaaT
  aTTATaTaTaTaaTaaaat -> ATaaTaaTaaTaaaaTaaaaaaaaT
  aTTATaTaTaTaaTaaaaat -> ATaaTaaTaaTaaaaTaaaaaaaaaaT
  aTTATaTaTaTaaTaaaaaat -> ATaaTaaTaaTaaaaTaaaaaaaaaaaaT
  TTaTaTaTaaTaTat -> aaTaaTaaTaaaaTaaTaaT
  TTaTaTaTaaTaTaat -> aaTaaTaaTaaaaTaaTaaaaT
  TTaTaTaTaaTaTaaat -> aaTaaTaaTaaaaTaaTaaaaaaT
  tATAtaTATaTaTaTaaTat -> AtATAtaaaTaaTaaTaaaaTaaT
  TTaTaTaTaaTaTaaaat -> aaTaaTaaTaaaaTaaTaaaaaaaaT
  TTaTaTaTaaTaTaaaaat -> aaTaaTaaTaaaaTaaTaaaaaaaaaaT
  TTaTaTaTaaTaTaaaaaat -> aaTaaTaaTaaaaTaaTaaaaaaaaaaaaT
  TTaTaTaTaaTaaTat -> aaTaaTaaTaaaaTaaaaTaaT
  TTaTaTaTaaTaaTaat -> aaTaaTaaTaaaaTaaaaTaaaaT
  TTaTaTaTaaTaaTaaat -> aaTaaTaaTaaaaTaaaaTaaaaaaT
  tATAtaTATaTaTaTaaTaat -> AtATAtaaaTaaTaaTaaaaTaaaaT
  TTaTaTaTaaTaaTaaaat -> aaTaaTaaTaaaaTaaaaTaaaaaaaaT
  TTaTaTaTaaTaaTaaaaat -> aaTaaTaaTaaaaTaaaaTaaaaaaaaaaT
  TTaTaTaTaaTaaaTat -> aaTaaTaaTaaaaTaaaaaaTaaT
  TTaTaTaTaaTaaaTaat -> aaTaaTaaTaaaaTaaaaaaTaaaaT
  TTaTaTaTaaTaaaTaaat -> aaTaaTaaTaaaaTaaaaaaTaaaaaaT
  tATAtaTATaTaTaTaaTaaat -> AtATAtaaaTaaTaaTaaaaTaaaaaaT
  TTaTaTaTaaTaaaTaaaat -> aaTaaTaaTaaaaTaaaaaaTaaaaaaaaT
  TTaTaTaTaaTaaaaTat -> aaTaaTaaTaaaaTaaaaaaaaTaaT
  TTaTaTaTaaTaaaaTaat -> aaTaaTaaTaaaaTaaaaaaaaTaaaaT
  TTaTaTaTaaTaaaaTaaat -> aaTaaTaaTaaaaTaaaaaaaaTaaaaaaT
  tATAtaTATaTaTaTaaTaaaat -> AtATAtaaaTaaTaaTaaaaTaaaaaaaaT
  TTATaTaaTaat -> AATaaTaaaaTaaaaT
  aTTATaTaaTaaTat -> ATaaTaaaaTaaaaTaaT
  aTTATaTaaTaaTaat -> ATaaTaaaaTaaaaTaaaaT
  aTTATaTaaTaaTaaat -> ATaaTaaaaTaaaaTaaaaaaT
  tATAtaTATATaTaaTaat -> AtATAtATaaTaaaaTaaaaT
  aTTATaTaaTaaTaaaat -> ATaaTaaaaTaaaaTaaaaaaaaT
  aTTATaTaaTaaTaaaaat -> ATaaTaaaaTaaaaTaaaaaaaaaaT
  aTTATaTaaTaaTaaaaaat -> ATaaTaaaaTaaaaTaaaaaaaaaaaaT
  aTTATaTaaTaaTaaaaaaat -> ATaaTaaaaTaaaaTaaaaaaaaaaaaaaT
  TTaTaaTaaTaTat -> aaTaaaaTaaaaTaaTaaT
  TTaTaaTaaTaTaat -> aaTaaaaTaaaaTaaTaaaaT
  TTaTaaTaaTaTaaat -> aaTaaaaTaaaaTaaTaaaaaaT
  tATAtaTATaTaaTaaTat -> AtATAtaaaTaaaaTaaaaTaaT
  TTaTaaTaaTaTaaaat -> aaTaaaaTaaaaTaaTaaaaaaaaT
  TTaTaaTaaTaTaaaaat -> aaTaaaaTaaaaTaaTaaaaaaaaaaT
  TTaTaaTaaTaTaaaaaat -> aaTaaaaTaaaaTaaTaaaaaaaaaaaaT
  TTaTaaTaaTaaTat -> aaTaaaaTaaaaTaaaaTaaT
  TTaTaaTaaTaaTaat -> aaTaaaaTaaaaTaaaaTaaaaT
  TTaTaaTaaTaaTaaat -> aaTaaaaTaaaaTaaaaTaaaaaaT
  tATAtaTATaTaaTaaTaat -> AtATAtaaaTaaaaTaaaaTaaaaT
  TTaTaaTaaTaaTaaaat -> aaTaaaaTaaaaTaaaaTaaaaaaaaT
  TTaTaaTaaTaaTaaaaat -> aaTaaaaTaaaaTaaaaTaaaaaaaaaaT
  TTaTaaTaaTaaaTat -> aaTaaaaTaaaaTaaaaaaTaaT
  TTaTaaTaaTaaaTaat -> aaTaaaaTaaaaTaaaaaaTaaaaT
  TTaTaaTaaTaaaTaaat -> aaTaaaaTaaaaTaaaaaaTaaaaaaT
  tATAtaTATaTaaTaaTaaat -> AtATAtaaaTaaaaTaaaaTaaaaaaT
  TTaTaaTaaTaaaTaaaat -> aaTaaaaTaaaaTaaaaaaTaaaaaaaaT
  TTaTaaTaaTaaaaTat -> aaTaaaaTaaaaTaaaaaaaaTaaT
  TTaTaaTaaTaaaaTaat -> aaTaaaaTaaaaTaaaaaaaaTaaaaT
  TTaTaaTaaTaaaaTaaat -> aaTaaaaTaaaaTaaaaaaaaTaaaaaaT
  tATAtaTATaTaaTaaTaaaat -> AtATAtaaaTaaaaTaaaaTaaaaaaaaT
  TTATaTaaat -> AATaaTaaaaaaT
  aTTATaTaaaTaat -> ATaaTaaaaaaTaaaaT
  aTTATaTaaaTaaat -> ATaaTaaaaaaTaaaaaaT
  tATAtaTATATaTaaat -> AtATAtATaaTaaaaaaT
  aTTATaTaaaTaaaat -> ATaaTaaaaaaTaaaaaaaaT
  aTTATaTaaaTaaaaat -> ATaaTaaaaaaTaaaaaaaaaaT
  aTTATaTaaaTaaaaaat -> ATaaTaaaaaaTaaaaaaaaaaaaT
  aTTATaTaaaTaaaaaaat -> ATaaTaaaaaaTaaaaaaaaaaaaaaT
  TTaTaaaTaaTat -> aaTaaaaaaTaaaaTaaT
  TTaTaaaTaaTaat -> aaTaaaaaaTaaaaTaaaaT
  TTaTaaaTaaTaaat -> aaTaaaaaaTaaaaTaaaaaaT
  tATAtaTATaTaaaTaat -> AtATAtaaaTaaaaaaTaaaaT
  TTaTaaaTaaTaaaat -> aaTaaaaaaTaaaaTaaaaaaaaT
  TTaTaaaTaaTaaaaat -> aaTaaaaaaTaaaaTaaaaaaaaaaT
  TTaTaaaTaaTaaaaaat -> aaTaaaaaaTaaaaTaaaaaaaaaaaaT
  TTaTaaaTaaTaaaaaaat -> aaTaaaaaaTaaaaTaaaaaaaaaaaaaaT
  TTaTaaaTaaaTat -> aaTaaaaaaTaaaaaaTaaT
  TTaTaaaTaaaTaat -> aaTaaaaaaTaaaaaaTaaaaT
  TTaTaaaTaaaTaaat -> aaTaaaaaaTaaaaaaTaaaaaaT
  tATAtaTATaTaaaTaaat -> AtATAtaaaTaaaaaaTaaaaaaT
  TTaTaaaTaaaTaaaat -> aaTaaaaaaTaaaaaaTaaaaaaaaT
  TTaTaaaTaaaTaaaaat -> aaTaaaaaaTaaaaaaTaaaaaaaaaaT
  TTaTaaaTaaaTaaaaaat -> aaTaaaaaaTaaaaaaTaaaaaaaaaaaaT
  TTaTaaaTaaaaTat -> aaTaaaaaaTaaaaaaaaTaaT
  TTaTaaaTaaaaTaat -> aaTaaaaaaTaaaaaaaaTaaaaT
  TTaTaaaTaaaaTaaat -> aaTaaaaaaTaaaaaaaaTaaaaaaT
  tATAtaTATaTaaaTaaaat -> AtATAtaaaTaaaaaaTaaaaaaaaT
  TTaTaaaTaaaaTaaaat -> aaTaaaaaaTaaaaaaaaTaaaaaaaaT
  TTaTaaaTaaaaTaaaaat -> aaTaaaaaaTaaaaaaaaTaaaaaaaaaaT
  TTATaaTaaat -> AATaaaaTaaaaaaT
  aTTATaaTaaaTat -> ATaaaaTaaaaaaTaaT
  aTTATaaTaaaTaat -> ATaaaaTaaaaaaTaaaaT
  aTTATaaTaaaTaaat -> ATaaaaTaaaaaaTaaaaaaT
  tATAtaTATATaaTaaat -> AtATAtATaaaaTaaaaaaT
  aTTATaaTaaaTaaaat -> ATaaaaTaaaaaaTaaaaaaaaT
  aTTATaaTaaaTaaaaat -> ATaaaaTaaaaaaTaaaaaaaaaaT
  aTTATaaTaaaTaaaaaat -> ATaaaaTaaaaaaTaaaaaaaaaaaaT
  aTTATaaTaaaTaaaaaaat -> ATaaaaTaaaaaaTaaaaaaaaaaaaaaT
  TTaaTaaaTaTat -> aaaaTaaaaaaTaaTaaT
  TTaaTaaaTaTaat -> aaaaTaaaaaaTaaTaaaaT
  TTaaTaaaTaTaaat -> aaaaTaaaaaaTaaTaaaaaaT
  tATAtaTATaaTaaaTat -> AtATAtaaaaaTaaaaaaTaaT
  TTaaTaaaTaTaaaat -> aaaaTaaaaaaTaaTaaaaaaaaT
  TTaaTaaaTaTaaaaat -> aaaaTaaaaaaTaaTaaaaaaaaaaT
  TTaaTaaaTaTaaaaaat -> aaaaTaaaaaaTaaTaaaaaaaaaaaaT
  TTaaTaaaTaTaaaaaaat -> aaaaTaaaaaaTaaTaaaaaaaaaaaaaaT
  TTaaTaaaTaaTat -> aaaaTaaaaaaTaaaaTaaT
  TTaaTaaaTaaTaat -> aaaaTaaaaaaTaaaaTaaaaT
  TTaaTaaaTaaTaaat -> aaaaTaaaaaaTaaaaTaaaaaaT
  tATAtaTATaaTaaaTaat -> AtATAtaaaaaTaaaaaaTaaaaT
  TTaaTaaaTaaTaaaat -> aaaaTaaaaaaTaaaaTaaaaaaaaT
  TTaaTaaaTaaTaaaaat -> aaaaTaaaaaaTaaaaTaaaaaaaaaaT
  TTaaTaaaTaaTaaaaaat -> aaaaTaaaaaaTaaaaTaaaaaaaaaaaaT
  TTaaTaaaTaaaTat -> aaaaTaaaaaaTaaaaaaTaaT
  TTaaTaaaTaaaTaat -> aaaaTaaaaaaTaaaaaaTaaaaT
  TTaaTaaaTaaaTaaat -> aaaaTaaaaaaTaaaaaaTaaaaaaT
  tATAtaTATaaTaaaTaaat -> AtATAtaaaaaTaaaaaaTaaaaaaT
  TTaaTaaaTaaaTaaaat -> aaaaTaaaaaaTaaaaaaTaaaaaaaaT
  TTaaTaaaTaaaTaaaaat -> aaaaTaaaaaaTaaaaaaTaaaaaaaaaaT
  TTaaTaaaTaaaaTat -> aaaaTaaaaaaTaaaaaaaaTaaT
  TTaaTaaaTaaaaTaat -> aaaaTaaaaaaTaaaaaaaaTaaaaT
  TTaaTaaaTaaaaTaaat -> aaaaTaaaaaaTaaaaaaaaTaaaaaaT
  tATAtaTATaaTaaaTaaaat -> AtATAtaaaaaTaaaaaaTaaaaaaaaT
  TTaaTaaaTaaaaTaaaat -> aaaaTaaaaaaTaaaaaaaaTaaaaaaaaT
  TTaaaaaTaat -> aaaaaaaaaaTaaaaT
  TTaaaaaTaaat -> aaaaaaaaaaTaaaaaaT
  TTaaaaaTaaaat -> aaaaaaaaaaTaaaaaaaaT
  TTaaaaaTaaaaat -> aaaaaaaaaaTaaaaaaaaaaT
  TTaaaaaTaaaaaat -> aaaaaaaaaaTaaaaaaaaaaaaT
  taaaaaaaaaaaaaaaaaaaaaaaaT -> Taaaaaaaaaaaat
  TTaaaaaTaaaaaaat -> aaaaaaaaaaTaaaaaaaaaaaaaaT
  TTaTaaaaaTat -> aaTaaaaaaaaaaTaaT
  TTaTaaaaaTaat -> aaTaaaaaaaaaaTaaaaT
  TTaTaaaaaTaaat -> aaTaaaaaaaaaaTaaaaaaT
  TTaTaaaaaTaaaat -> aaTaaaaaaaaaaTaaaaaaaaT
  TTaTaaaaaTaaaaat -> aaTaaaaaaaaaaTaaaaaaaaaaT
  TTaTaaaaaTaaaaaat -> aaTaaaaaaaaaaTaaaaaaaaaaaaT
  TTaTaaaaaTaaaaaaat -> aaTaaaaaaaaaaTaaaaaaaaaaaaaaT
  TTaaTaaaaaTat -> aaaaTaaaaaaaaaaTaaT
  TTaaTaaaaaTaat -> aaaaTaaaaaaaaaaTaaaaT
  TTaaTaaaaaTaaat -> aaaaTaaaaaaaaaaTaaaaaaT
  TTaaTaaaaaTaaaat -> aaaaTaaaaaaaaaaTaaaaaaaaT
  TTaaTaaaaaTaaaaat -> aaaaTaaaaaaaaaaTaaaaaaaaaaT
  TTaaTaaaaaTaaaaaat -> aaaaTaaaaaaaaaaTaaaaaaaaaaaaT
  TTaTaTaaaaaTat -> aaTaaTaaaaaaaaaaTaaT
  TTaTaTaaaaaTaat -> aaTaaTaaaaaaaaaaTaaaaT
  TTaTaTaaaaaTaaat -> aaTaaTaaaaaaaaaaTaaaaaaT
  TTaTaTaaaaaTaaaat -> aaTaaTaaaaaaaaaaTaaaaaaaaT
  TTaTaTaaaaaTaaaaat -> aaTaaTaaaaaaaaaaTaaaaaaaaaaT
  TTaTaTaaaaaTaaaaaat -> aaTaaTaaaaaaaaaaTaaaaaaaaaaaaT
