260 130
248 63 -1
248 65 -1
248 73 1
248 66 -1
248 77 1
248 65 1
248 74 1
248 74 1
248 70 -1
248 74 -1
248 74 -1
248 76 -1
248 76 1
248 65 -1
248 75 -1
248 75 -1
248 65 1
248 65 -1
248 70 1
248 69 -1
248 77 -1
248 70 -1
248 76 -1
248 73 1
248 74 -1
248 76 -1
248 65 1
248 65 -1
248 73 -1
248 77 1
248 75 -1
248 74 -1
248 70 1
248 85 1
248 79 1
248 83 -1
248 81 1
248 82 1
248 79 -1
248 79 -1
248 79 1
248 79 -1
248 90 -1
248 90 1
248 79 -1
248 80 -1
248 84 1
248 85 -1
248 79 1
248 84 -1
248 83 1
248 85 1
248 88 -1
248 90 1
248 82 -1
248 80 1
248 90 -1
248 99 1
248 99 -1
248 92 -1
248 92 1
248 103 1
248 103 -1
248 92 1
248 99 1
248 93 1
248 97 -1
248 93 1
248 98 1
248 99 -1
248 102 1
248 93 -1
248 92 -1
248 98 -1
248 98 1
248 97 1
248 98 -1
248 103 -1
248 97 -1
248 93 -1
248 97 1
248 103 1
248 102 -1
248 108 -1
248 105 1
248 104 1
248 113 -1
248 117 1
248 124 1
248 125 -1
248 121 -1
248 118 -1
248 118 -1
249 5 1
249 0 -1
249 6 -1
249 0 1
249 0 1
249 6 1
249 6 -1
249 2 -1
249 6 1
249 5 -1
249 0 1
249 0 1
249 0 -1
249 0 1
249 6 -1
249 5 1
249 0 -1
249 6 1
249 0 1
249 5 -1
249 1 1
249 0 1
249 0 1
249 0 1
249 6 -1
249 5 -1
249 0 -1
249 5 1
249 6 1
249 5 -1
249 0 1
249 0 -1
249 2 -1
249 3 1
249 1 1
249 3 -1
249 3 1
249 1 1
249 0 -1
249 0 1
249 0 1
249 0 1
249 5 -1
249 1 1
249 5 -1
249 5 1
249 0 1
249 19 1
249 19 1
249 18 -1
249 18 1
249 18 1
249 16 1
249 13 -1
249 19 1
249 19 -1
249 18 1
249 19 -1
249 13 -1
249 13 -1
249 13 -1
249 13 -1
249 13 -1
249 14 -1
249 19 -1
249 13 -1
249 13 -1
249 14 -1
249 19 1
249 19 1
249 16 1
249 13 1
249 19 -1
249 13 1
249 13 1
249 13 1
249 13 1
249 19 -1
249 15 1
249 19 -1
249 18 -1
249 19 1
249 13 1
249 15 1
249 15 1
249 19 1
249 16 -1
249 14 -1
249 19 -1
249 13 1
249 13 -1
249 13 1
249 13 1
249 13 1
249 14 1
249 13 -1
249 14 1
249 16 1
249 31 -1
249 26 1
249 32 1
249 32 -1
249 32 1
249 27 -1
249 26 -1
249 26 -1
249 26 1
249 27 -1
249 26 -1
249 26 1
249 27 -1
249 26 -1
249 27 1
249 26 1
249 26 1
249 28 -1
249 27 1
249 27 1
249 26 1
249 26 1
249 26 1
249 26 1
249 26 1
249 26 1
249 28 -1
249 27 1
249 27 1
249 27 1
249 26 1
249 26 1
249 45 1
249 45 -1
249 45 -1
249 44 1
249 42 1
249 45 1
249 39 -1
249 39 1
249 39 -1
249 41 -1
249 39 1
249 39 -1
249 44 -1
249 45 -1
249 45 -1
249 45 -1
249 40 1
249 45 1
249 39 1
249 45 1
249 45 -1
249 44 -1
249 42 -1
249 42 -1
249 40 -1
249 41 -1
249 39 1
249 44 -1
249 39 -1
249 39 -1
249 39 -1
249 39 -1
249 44 1
249 39 -1
249 44 1
249 45 1
249 45 -1
249 58 1
249 58 -1
249 57 1
249 52 -1
249 52 1
249 57 -1
249 58 1
249 58 -1
249 52 1
249 53 1
249 54 -1
249 53 -1
249 52 1
249 52 -1
249 52 1
249 52 1
249 58 -1
249 58 -1
249 52 1
249 52 -1
249 57 1
249 55 1
249 52 1
249 52 1
249 53 1
249 53 1
249 53 1
249 52 1
249 58 -1
249 57 -1
249 52 -1
249 54 -1
249 57 1
249 53 1
249 53 1
249 53 -1
249 54 -1
249 52 1
249 52 -1
249 52 -1
249 52 -1
249 57 -1
249 52 -1
249 52 1
249 53 1
249 52 -1
249 58 -1
249 71 -1
249 70 1
249 71 -1
249 65 1
249 66 1
249 65 1
249 65 1
249 65 -1
249 65 -1
249 65 -1
249 65 -1
249 65 1
249 66 -1
249 70 -1
249 70 -1
249 67 1
249 70 -1
249 66 1
249 66 -1
249 66 -1
249 68 -1
249 65 -1
249 65 1
249 65 -1
249 65 -1
249 67 1
249 66 -1
249 68 -1
249 68 1
249 70 -1
249 65 -1
249 66 1
249 84 1
249 78 1
249 84 -1
249 80 1
249 83 1
249 80 -1
249 84 -1
249 83 1
249 81 -1
249 78 -1
249 78 1
249 78 -1
249 81 -1
249 83 1
249 84 -1
249 78 1
249 83 -1
249 84 1
249 84 1
249 83 -1
249 78 1
249 78 -1
249 81 1
249 78 -1
249 97 1
249 93 -1
249 96 -1
249 94 1
249 91 1
249 91 -1
249 91 1
249 91 1
249 94 1
249 96 -1
249 97 1
249 97 1
249 91 -1
249 91 1
249 97 -1
249 91 -1
249 97 -1
249 97 1
249 96 1
249 97 -1
249 91 -1
249 93 -1
249 94 -1
249 93 1
249 91 1
249 91 -1
249 109 -1
249 106 1
249 110 1
249 106 -1
249 123 1
249 123 1
249 122 -1
249 122 -1
249 119 -1
249 119 -1
250 3 1
250 8 -1
250 1 -1
250 1 1
250 1 1
250 12 1
250 5 -1
250 5 -1
250 10 1
250 10 -1
250 1 1
250 11 1
250 8 -1
250 9 1
250 11 -1
250 1 1
250 2 -1
250 12 1
250 11 1
250 4 -1
250 12 1
250 9 1
250 9 1
250 12 1
250 1 -1
250 4 -1
250 12 -1
250 11 1
250 9 1
250 11 -1
250 4 1
250 12 -1
250 8 -1
250 12 1
250 12 1
250 8 -1
250 12 1
250 4 1
250 8 -1
250 11 1
250 11 1
250 11 1
250 9 -1
250 12 1
250 11 -1
250 4 1
250 11 1
250 16 1
250 24 1
250 15 -1
250 14 1
250 17 1
250 13 1
250 15 -1
250 18 1
250 18 -1
250 19 1
250 23 -1
250 14 -1
250 14 -1
250 17 -1
250 24 -1
250 22 -1
250 13 -1
250 25 -1
250 24 -1
250 24 -1
250 23 -1
250 20 1
250 20 1
250 25 1
250 22 1
250 25 -1
250 25 1
250 24 1
250 24 1
250 17 1
250 24 -1
250 17 1
250 22 -1
250 22 -1
250 24 1
250 17 1
250 21 1
250 21 1
250 25 1
250 25 -1
250 17 -1
250 25 -1
250 21 1
250 24 -1
250 24 1
250 21 1
250 21 1
250 25 1
250 24 -1
250 21 1
250 23 1
250 28 -1
250 34 1
250 31 1
250 36 -1
250 29 1
250 30 -1
250 30 -1
250 37 -1
250 35 1
250 26 -1
250 37 -1
250 35 1
250 34 -1
250 34 -1
250 38 1
250 37 1
250 30 1
250 33 -1
250 38 1
250 30 1
250 37 1
250 37 1
250 34 1
250 34 1
250 34 1
250 35 1
250 33 -1
250 38 1
250 34 1
250 33 1
250 34 1
250 34 1
250 42 1
250 41 -1
250 41 -1
250 45 1
250 45 1
250 51 1
250 40 -1
250 42 1
250 43 -1
250 47 -1
250 50 1
250 48 -1
250 49 -1
250 50 -1
250 46 -1
250 50 -1
250 47 1
250 51 1
250 43 1
250 51 1
250 51 -1
250 48 -1
250 51 -1
250 51 -1
250 43 -1
250 47 -1
250 47 1
250 43 -1
250 50 -1
250 50 -1
250 50 -1
250 47 -1
250 48 1
250 50 -1
250 50 1
250 50 1
250 46 -1
250 55 1
250 54 -1
250 54 1
250 60 -1
250 54 1
250 63 -1
250 57 1
250 55 -1
250 53 1
250 56 1
250 60 -1
250 56 -1
250 63 1
250 60 -1
250 61 1
250 61 1
250 63 -1
250 59 -1
250 63 1
250 60 -1
250 63 1
250 64 1
250 63 1
250 63 1
250 60 1
250 60 1
250 64 1
250 64 1
250 59 -1
250 63 -1
250 56 -1
250 60 -1
250 59 1
250 64 1
250 56 1
250 56 -1
250 60 -1
250 60 1
250 63 -1
250 63 -1
250 60 -1
250 56 -1
250 60 -1
250 61 1
250 64 1
250 60 -1
250 59 -1
250 68 -1
250 68 1
250 70 -1
250 66 1
250 69 1
250 73 1
250 73 1
250 67 -1
250 76 -1
250 76 -1
250 74 -1
250 73 1
250 77 -1
250 69 -1
250 69 -1
250 72 1
250 72 -1
250 74 1
250 77 -1
250 69 -1
250 73 -1
250 73 -1
250 76 1
250 76 -1
250 74 -1
250 72 1
250 77 -1
250 77 -1
250 73 1
250 69 -1
250 73 -1
250 74 1
250 89 1
250 82 1
250 79 -1
250 79 1
250 89 1
250 89 -1
250 83 -1
250 84 1
250 80 -1
250 79 -1
250 79 1
250 82 -1
250 79 -1
250 79 1
250 90 -1
250 90 1
250 87 -1
250 87 1
250 89 1
250 89 -1
250 82 1
250 90 -1
250 89 1
250 82 -1
250 93 1
250 97 -1
250 97 -1
250 93 1
250 92 1
250 92 -1
250 95 1
250 100 1
250 92 1
250 92 -1
250 99 1
250 103 1
250 102 -1
250 99 1
250 95 -1
250 95 -1
250 103 -1
250 102 1
250 100 1
250 102 -1
250 95 -1
250 99 -1
250 102 -1
250 95 1
250 95 1
250 100 -1
250 114 -1
250 107 1
250 114 1
250 114 -1
250 120 1
250 128 1
250 120 -1
250 128 -1
250 120 -1
250 128 -1
251 7 1
251 10 -1
251 8 -1
251 10 1
251 10 1
251 1 1
251 10 -1
251 11 -1
251 8 1
251 7 -1
251 7 1
251 5 1
251 7 -1
251 12 1
251 4 -1
251 7 1
251 10 -1
251 9 1
251 6 1
251 9 -1
251 2 1
251 4 1
251 4 1
251 6 1
251 10 -1
251 7 -1
251 10 -1
251 1 1
251 4 1
251 2 -1
251 6 1
251 5 -1
251 7 -1
251 0 1
251 5 1
251 10 -1
251 11 1
251 11 1
251 6 -1
251 7 1
251 10 1
251 10 1
251 2 -1
251 11 1
251 7 -1
251 2 1
251 7 1
251 17 1
251 21 1
251 25 -1
251 21 1
251 22 1
251 21 1
251 25 -1
251 17 1
251 23 -1
251 20 1
251 21 -1
251 20 -1
251 20 -1
251 18 -1
251 18 -1
251 25 -1
251 24 -1
251 22 -1
251 19 -1
251 19 -1
251 15 -1
251 21 1
251 21 1
251 15 1
251 17 1
251 22 -1
251 19 1
251 15 1
251 15 1
251 20 1
251 14 -1
251 13 1
251 21 -1
251 25 -1
251 16 1
251 19 1
251 20 1
251 20 1
251 13 1
251 13 -1
251 24 -1
251 21 -1
251 19 1
251 20 -1
251 23 1
251 17 1
251 17 1
251 24 1
251 16 -1
251 19 1
251 15 1
251 38 -1
251 36 1
251 30 1
251 27 -1
251 35 1
251 29 -1
251 31 -1
251 31 -1
251 28 1
251 37 -1
251 32 -1
251 30 1
251 37 -1
251 36 -1
251 32 1
251 28 1
251 32 1
251 34 -1
251 29 1
251 28 1
251 33 1
251 36 1
251 38 1
251 30 1
251 30 1
251 33 1
251 27 -1
251 35 1
251 32 1
251 35 1
251 28 1
251 29 1
251 43 1
251 49 -1
251 49 -1
251 46 1
251 50 1
251 43 1
251 46 -1
251 46 1
251 44 -1
251 39 -1
251 44 1
251 51 -1
251 47 -1
251 43 -1
251 40 -1
251 39 -1
251 50 1
251 48 1
251 46 1
251 49 1
251 42 -1
251 51 -1
251 39 -1
251 50 -1
251 50 -1
251 42 -1
251 45 1
251 39 -1
251 46 -1
251 46 -1
251 49 -1
251 51 -1
251 41 1
251 42 -1
251 46 1
251 49 1
251 48 -1
251 56 1
251 62 -1
251 64 1
251 62 -1
251 64 1
251 61 -1
251 62 1
251 61 -1
251 62 1
251 55 1
251 52 -1
251 57 -1
251 57 1
251 59 -1
251 54 1
251 64 1
251 56 -1
251 53 -1
251 58 1
251 59 -1
251 58 1
251 54 1
251 56 1
251 56 1
251 63 1
251 63 1
251 58 1
251 62 1
251 62 -1
251 54 -1
251 58 -1
251 59 -1
251 60 1
251 55 1
251 58 1
251 54 -1
251 55 -1
251 58 1
251 59 -1
251 62 -1
251 64 -1
251 60 -1
251 56 -1
251 59 1
251 61 1
251 54 -1
251 61 -1
251 69 -1
251 72 1
251 69 -1
251 72 1
251 68 1
251 72 1
251 72 1
251 75 -1
251 69 -1
251 69 -1
251 69 -1
251 75 1
251 71 -1
251 72 -1
251 77 -1
251 73 1
251 73 -1
251 69 1
251 68 -1
251 71 -1
251 75 -1
251 71 -1
251 75 1
251 75 -1
251 72 -1
251 66 1
251 74 -1
251 66 -1
251 71 1
251 66 -1
251 68 -1
251 68 1
251 86 1
251 81 1
251 86 -1
251 86 1
251 87 1
251 86 -1
251 88 -1
251 85 1
251 88 -1
251 85 -1
251 88 1
251 83 -1
251 88 -1
251 85 1
251 87 -1
251 84 1
251 90 -1
251 82 1
251 81 1
251 80 -1
251 84 1
251 83 -1
251 90 1
251 80 -1
251 101 1
251 98 -1
251 98 -1
251 101 1
251 98 1
251 101 -1
251 96 1
251 93 1
251 101 1
251 98 -1
251 92 1
251 100 1
251 97 -1
251 98 1
251 94 -1
251 98 -1
251 101 -1
251 92 1
251 103 1
251 94 -1
251 97 -1
251 98 -1
251 103 -1
251 102 1
251 93 1
251 97 -1
251 105 -1
251 108 1
251 105 1
251 111 -1
251 121 1
251 125 1
251 124 -1
251 117 -1
251 121 -1
251 125 -1
252 6 1
252 5 -1
252 0 -1
252 2 1
252 2 1
252 2 1
252 2 -1
252 6 -1
252 5 1
252 6 -1
252 3 1
252 6 1
252 6 -1
252 3 1
252 0 -1
252 3 1
252 1 -1
252 0 1
252 5 1
252 2 -1
252 6 1
252 2 1
252 2 1
252 2 1
252 2 -1
252 6 -1
252 5 -1
252 0 1
252 0 1
252 6 -1
252 5 1
252 6 -1
252 3 -1
252 2 1
252 2 1
252 2 -1
252 0 1
252 6 1
252 1 -1
252 3 1
252 2 1
252 1 1
252 3 -1
252 5 1
252 3 -1
252 3 1
252 1 1
252 18 1
252 18 1
252 19 -1
252 13 1
252 13 1
252 14 1
252 19 -1
252 16 1
252 15 -1
252 16 1
252 18 -1
252 16 -1
252 16 -1
252 16 -1
252 19 -1
252 16 -1
252 18 -1
252 13 -1
252 18 -1
252 18 -1
252 18 -1
252 16 1
252 16 1
252 19 1
252 15 1
252 16 -1
252 15 1
252 19 1
252 19 1
252 19 1
252 13 -1
252 16 1
252 16 -1
252 13 -1
252 18 1
252 18 1
252 16 1
252 16 1
252 15 1
252 15 -1
252 19 -1
252 13 -1
252 14 1
252 16 -1
252 15 1
252 18 1
252 18 1
252 18 1
252 18 -1
252 13 1
252 18 1
252 32 -1
252 31 1
252 29 1
252 28 -1
252 28 1
252 31 -1
252 29 -1
252 32 -1
252 29 1
252 31 -1
252 31 -1
252 28 1
252 32 -1
252 28 -1
252 28 1
252 32 1
252 31 1
252 29 -1
252 32 1
252 31 1
252 29 1
252 28 1
252 32 1
252 31 1
252 31 1
252 27 1
252 32 -1
252 29 1
252 26 1
252 26 1
252 27 1
252 27 1
252 44 1
252 44 -1
252 44 -1
252 42 1
252 44 1
252 44 1
252 42 -1
252 40 1
252 42 -1
252 40 -1
252 45 1
252 42 -1
252 41 -1
252 39 -1
252 42 -1
252 44 -1
252 45 1
252 42 1
252 45 1
252 44 1
252 41 -1
252 39 -1
252 41 -1
252 39 -1
252 45 -1
252 39 -1
252 40 1
252 42 -1
252 42 -1
252 42 -1
252 40 -1
252 45 -1
252 42 1
252 44 -1
252 42 1
252 40 1
252 41 -1
252 57 1
252 57 -1
252 58 1
252 57 -1
252 58 1
252 54 -1
252 54 1
252 54 -1
252 57 1
252 57 1
252 53 -1
252 55 -1
252 58 1
252 58 -1
252 55 1
252 55 1
252 52 -1
252 55 -1
252 57 1
252 55 -1
252 52 1
252 58 1
252 58 1
252 58 1
252 58 1
252 57 1
252 54 1
252 57 1
252 57 -1
252 58 -1
252 57 -1
252 55 -1
252 58 1
252 58 1
252 55 1
252 57 -1
252 52 -1
252 53 1
252 55 -1
252 54 -1
252 58 -1
252 52 -1
252 57 -1
252 53 1
252 55 1
252 53 -1
252 54 -1
252 70 -1
252 71 1
252 68 -1
252 68 1
252 70 1
252 71 1
252 71 1
252 66 -1
252 71 -1
252 71 -1
252 67 -1
252 67 1
252 67 -1
252 71 -1
252 71 -1
252 68 1
252 71 -1
252 67 1
252 71 -1
252 68 -1
252 67 -1
252 66 -1
252 67 1
252 66 -1
252 66 -1
252 71 1
252 68 -1
252 71 -1
252 66 1
252 68 -1
252 66 -1
252 65 1
252 83 1
252 83 1
252 78 -1
252 78 1
252 80 1
252 83 -1
252 80 -1
252 81 1
252 83 -1
252 81 -1
252 83 1
252 81 -1
252 83 -1
252 81 1
252 78 -1
252 80 1
252 78 -1
252 78 1
252 83 1
252 84 -1
252 83 1
252 84 -1
252 78 1
252 81 -1
252 96 1
252 94 -1
252 94 -1
252 96 1
252 94 1
252 96 -1
252 94 1
252 94 1
252 96 1
252 94 -1
252 91 1
252 91 1
252 96 -1
252 94 1
252 96 -1
252 97 -1
252 96 -1
252 91 1
252 91 1
252 96 -1
252 96 -1
252 94 -1
252 91 -1
252 91 1
252 94 1
252 93 -1
252 106 -1
252 109 1
252 106 1
252 110 -1
252 122 1
252 122 1
252 123 -1
252 123 -1
252 122 -1
252 122 -1
253 2 1
253 6 -1
253 2 -1
253 6 1
253 6 1
253 5 1
253 3 -1
253 3 -1
253 2 1
253 2 -1
253 5 1
253 2 1
253 5 -1
253 1 1
253 2 -1
253 0 1
253 6 -1
253 5 1
253 3 1
253 1 -1
253 3 1
253 1 1
253 1 1
253 3 1
253 0 -1
253 0 -1
253 6 -1
253 6 1
253 2 1
253 0 -1
253 3 1
253 2 -1
253 0 -1
253 6 1
253 6 1
253 0 -1
253 2 1
253 3 1
253 3 -1
253 5 1
253 6 1
253 6 1
253 0 -1
253 2 1
253 0 -1
253 0 1
253 5 1
253 15 1
253 15 1
253 16 -1
253 16 1
253 19 1
253 18 1
253 14 -1
253 15 1
253 16 -1
253 15 1
253 15 -1
253 18 -1
253 18 -1
253 15 -1
253 15 -1
253 14 -1
253 16 -1
253 18 -1
253 16 -1
253 16 -1
253 16 -1
253 15 1
253 15 1
253 14 1
253 14 1
253 14 -1
253 16 1
253 18 1
253 18 1
253 18 1
253 18 -1
253 18 1
253 15 -1
253 16 -1
253 13 1
253 16 1
253 13 1
253 13 1
253 16 1
253 19 -1
253 16 -1
253 15 -1
253 16 1
253 18 -1
253 19 1
253 14 1
253 14 1
253 15 1
253 19 -1
253 18 1
253 14 1
253 29 -1
253 32 1
253 28 1
253 31 -1
253 31 1
253 28 -1
253 28 -1
253 28 -1
253 31 1
253 29 -1
253 29 -1
253 27 1
253 29 -1
253 29 -1
253 31 1
253 31 1
253 29 1
253 32 -1
253 28 1
253 29 1
253 31 1
253 32 1
253 27 1
253 27 1
253 27 1
253 28 1
253 29 -1
253 32 1
253 31 1
253 32 1
253 31 1
253 32 1
253 41 1
253 42 -1
253 42 -1
253 41 1
253 41 1
253 41 1
253 44 -1
253 44 1
253 41 -1
253 44 -1
253 41 1
253 40 -1
253 42 -1
253 41 -1
253 44 -1
253 42 -1
253 42 1
253 40 1
253 44 1
253 39 1
253 39 -1
253 42 -1
253 45 -1
253 41 -1
253 42 -1
253 40 -1
253 42 1
253 41 -1
253 44 -1
253 44 -1
253 45 -1
253 40 -1
253 39 1
253 45 -1
253 39 1
253 39 1
253 40 -1
253 54 1
253 55 -1
253 55 1
253 58 -1
253 53 1
253 58 -1
253 55 1
253 57 -1
253 55 1
253 54 1
253 57 -1
253 58 -1
253 54 1
253 57 -1
253 57 1
253 53 1
253 54 -1
253 57 -1
253 55 1
253 54 -1
253 53 1
253 53 1
253 53 1
253 53 1
253 55 1
253 54 1
253 57 1
253 58 1
253 55 -1
253 52 -1
253 55 -1
253 52 -1
253 55 1
253 54 1
253 57 1
253 55 -1
253 53 -1
253 55 1
253 57 -1
253 58 -1
253 53 -1
253 55 -1
253 53 -1
253 54 1
253 58 1
253 57 -1
253 53 -1
253 67 -1
253 67 1
253 67 -1
253 70 1
253 67 1
253 70 1
253 70 1
253 71 -1
253 66 -1
253 66 -1
253 66 -1
253 68 1
253 70 -1
253 65 -1
253 68 -1
253 71 1
253 68 -1
253 65 1
253 67 -1
253 70 -1
253 65 -1
253 68 -1
253 71 1
253 71 -1
253 67 -1
253 68 1
253 71 -1
253 67 -1
253 65 1
253 71 -1
253 71 -1
253 67 1
253 80 1
253 84 1
253 80 -1
253 84 1
253 84 1
253 84 -1
253 81 -1
253 80 1
253 84 -1
253 83 -1
253 81 1
253 80 -1
253 78 -1
253 78 1
253 83 -1
253 81 1
253 81 -1
253 80 1
253 78 1
253 78 -1
253 81 1
253 80 -1
253 83 1
253 83 -1
253 94 1
253 96 -1
253 93 -1
253 97 1
253 96 1
253 94 -1
253 93 1
253 96 1
253 91 1
253 91 -1
253 96 1
253 96 1
253 94 -1
253 93 1
253 91 -1
253 96 -1
253 91 -1
253 96 1
253 94 1
253 91 -1
253 94 -1
253 91 -1
253 96 -1
253 94 1
253 96 1
253 94 -1
253 110 -1
253 110 1
253 109 1
253 109 -1
253 119 1
253 119 1
253 119 -1
253 119 -1
253 123 -1
253 123 -1
254 9 1
254 7 -1
254 10 -1
254 7 1
254 7 1
254 4 1
254 4 -1
254 4 -1
254 1 1
254 1 -1
254 10 1
254 10 1
254 10 -1
254 10 1
254 10 -1
254 8 1
254 12 -1
254 10 1
254 7 1
254 7 -1
254 9 1
254 7 1
254 7 1
254 7 1
254 8 -1
254 9 -1
254 2 -1
254 2 1
254 3 1
254 1 -1
254 2 1
254 3 -1
254 1 -1
254 1 1
254 3 1
254 1 -1
254 6 1
254 5 1
254 4 -1
254 6 1
254 5 1
254 4 1
254 12 -1
254 6 1
254 12 -1
254 8 1
254 12 1
254 22 1
254 22 1
254 22 -1
254 20 1
254 20 1
254 24 1
254 23 -1
254 23 1
254 17 -1
254 25 1
254 14 -1
254 23 -1
254 23 -1
254 23 -1
254 23 -1
254 23 -1
254 22 -1
254 23 -1
254 20 -1
254 20 -1
254 22 -1
254 23 1
254 23 1
254 23 1
254 20 1
254 23 -1
254 20 1
254 16 1
254 16 1
254 16 1
254 16 -1
254 14 1
254 13 -1
254 15 -1
254 14 1
254 15 1
254 14 1
254 14 1
254 17 1
254 14 -1
254 18 -1
254 16 -1
254 17 1
254 19 -1
254 18 1
254 15 1
254 15 1
254 19 1
254 15 -1
254 17 1
254 25 1
254 35 -1
254 33 1
254 36 1
254 34 -1
254 30 1
254 35 -1
254 36 -1
254 36 -1
254 36 1
254 35 -1
254 33 -1
254 33 1
254 35 -1
254 33 -1
254 37 1
254 29 1
254 28 1
254 27 -1
254 31 1
254 32 1
254 32 1
254 31 1
254 29 1
254 28 1
254 28 1
254 30 1
254 34 -1
254 28 1
254 30 1
254 30 1
254 30 1
254 38 1
254 48 1
254 48 -1
254 48 -1
254 51 1
254 51 1
254 40 1
254 49 -1
254 43 1
254 49 -1
254 50 -1
254 49 1
254 49 -1
254 46 -1
254 49 -1
254 49 -1
254 48 -1
254 48 1
254 49 1
254 42 1
254 48 1
254 47 -1
254 41 -1
254 40 -1
254 45 -1
254 44 -1
254 44 -1
254 43 1
254 51 -1
254 45 -1
254 45 -1
254 43 -1
254 42 -1
254 51 1
254 41 -1
254 51 1
254 44 1
254 43 -1
254 61 1
254 61 -1
254 61 1
254 59 -1
254 62 1
254 52 -1
254 56 1
254 56 -1
254 59 1
254 61 1
254 63 -1
254 63 -1
254 62 1
254 62 -1
254 62 1
254 62 1
254 62 -1
254 62 -1
254 59 1
254 62 -1
254 59 1
254 62 1
254 62 1
254 62 1
254 61 1
254 61 1
254 63 1
254 54 1
254 53 -1
254 53 -1
254 54 -1
254 53 -1
254 53 1
254 57 1
254 54 1
254 58 -1
254 57 -1
254 56 1
254 58 -1
254 57 -1
254 55 -1
254 54 -1
254 54 -1
254 56 1
254 54 1
254 56 -1
254 56 -1
254 74 -1
254 74 1
254 75 -1
254 75 1
254 74 1
254 75 1
254 75 1
254 77 -1
254 75 -1
254 75 -1
254 72 -1
254 72 1
254 76 -1
254 74 -1
254 66 -1
254 66 1
254 66 -1
254 68 1
254 70 -1
254 67 -1
254 66 -1
254 69 -1
254 70 1
254 69 -1
254 69 -1
254 73 1
254 67 -1
254 65 -1
254 67 1
254 77 -1
254 77 -1
254 69 1
254 87 1
254 85 1
254 88 -1
254 85 1
254 78 1
254 78 -1
254 82 -1
254 90 1
254 90 -1
254 88 -1
254 85 1
254 88 -1
254 86 -1
254 86 1
254 88 -1
254 85 1
254 80 -1
254 81 1
254 79 1
254 79 -1
254 80 1
254 81 -1
254 84 1
254 84 -1
254 100 1
254 102 -1
254 103 -1
254 103 1
254 101 1
254 98 -1
254 101 1
254 101 1
254 99 1
254 99 -1
254 101 1
254 101 1
254 98 -1
254 101 1
254 100 -1
254 94 -1
254 100 -1
254 94 1
254 93 1
254 92 -1
254 93 -1
254 92 -1
254 97 -1
254 96 1
254 97 1
254 96 -1
254 111 -1
254 111 1
254 112 1
254 112 -1
254 126 1
254 126 1
254 126 -1
254 126 -1
254 124 -1
254 117 -1
255 0 1
255 3 -1
255 4 -1
255 3 1
255 3 1
255 9 1
255 0 -1
255 1 -1
255 4 1
255 0 -1
255 2 1
255 7 1
255 2 -1
255 4 1
255 8 -1
255 2 1
255 3 -1
255 1 1
255 10 1
255 6 -1
255 11 1
255 12 1
255 12 1
255 10 1
255 3 -1
255 2 -1
255 3 -1
255 9 1
255 8 1
255 7 -1
255 10 1
255 7 -1
255 5 -1
255 10 1
255 9 1
255 6 -1
255 1 1
255 2 1
255 10 -1
255 2 1
255 3 1
255 3 1
255 7 -1
255 3 1
255 2 -1
255 7 1
255 2 1
255 21 1
255 17 1
255 21 -1
255 25 1
255 14 1
255 25 1
255 17 -1
255 21 1
255 13 -1
255 13 1
255 17 -1
255 15 -1
255 15 -1
255 20 -1
255 20 -1
255 17 -1
255 15 -1
255 14 -1
255 23 -1
255 23 -1
255 24 -1
255 17 1
255 17 1
255 24 1
255 25 1
255 18 -1
255 23 1
255 20 1
255 20 1
255 15 1
255 22 -1
255 20 1
255 17 -1
255 21 -1
255 23 1
255 23 1
255 18 1
255 18 1
255 23 1
255 23 -1
255 15 -1
255 17 -1
255 23 1
255 15 -1
255 16 1
255 25 1
255 25 1
255 16 1
255 23 -1
255 22 1
255 24 1
255 34 -1
255 29 1
255 34 1
255 35 -1
255 27 1
255 37 -1
255 33 -1
255 33 -1
255 33 1
255 28 -1
255 36 -1
255 38 1
255 28 -1
255 32 -1
255 35 1
255 33 1
255 36 1
255 30 -1
255 37 1
255 37 1
255 28 1
255 29 1
255 30 1
255 38 1
255 38 1
255 31 1
255 37 -1
255 31 1
255 35 1
255 31 1
255 33 1
255 36 1
255 47 1
255 39 -1
255 39 -1
255 39 1
255 40 1
255 47 1
255 41 -1
255 41 1
255 46 -1
255 46 -1
255 46 1
255 43 -1
255 51 -1
255 47 -1
255 48 -1
255 49 -1
255 41 1
255 44 1
255 41 1
255 42 1
255 49 -1
255 47 -1
255 49 -1
255 40 -1
255 41 -1
255 50 -1
255 49 1
255 46 -1
255 41 -1
255 41 -1
255 42 -1
255 43 -1
255 46 1
255 49 -1
255 41 1
255 42 1
255 44 -1
255 60 1
255 52 -1
255 60 1
255 55 -1
255 56 1
255 53 -1
255 52 1
255 53 -1
255 58 1
255 63 1
255 59 -1
255 61 -1
255 59 1
255 54 -1
255 59 1
255 56 1
255 60 -1
255 61 -1
255 62 1
255 57 -1
255 61 1
255 63 1
255 64 1
255 64 1
255 54 1
255 55 1
255 61 1
255 55 1
255 52 -1
255 59 -1
255 62 -1
255 57 -1
255 64 1
255 63 1
255 61 1
255 63 -1
255 63 -1
255 62 1
255 54 -1
255 55 -1
255 56 -1
255 64 -1
255 64 -1
255 57 1
255 57 1
255 59 -1
255 57 -1
255 73 -1
255 65 1
255 73 -1
255 67 1
255 76 1
255 67 1
255 67 1
255 68 -1
255 77 -1
255 77 -1
255 77 -1
255 71 1
255 74 -1
