coordinate qsharp lift
345 -9182342344735793595946728168488969940297165979571657753611781935363036377596941746094598490517855395418107872237/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
346 -22247645742379753722345239582962757390791998917625655600511784812140746427717792940065858338541067675627217155575/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
347 516738323038233584123026256124065801029521510452632884828979635380291039755805315401720084758106786839339417376/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
348 -11179510057569158935260948787349743000149523444572207783031165450539012912041921885408238235641139105016672467799/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
349 -20933439547767549342039427962945430515227965843072303343174103889900867805168699281375406043079201678076860092529/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
350 -25182753817403633943827994483734849392454072206151943740750823495814060277870738247101875304470946150676885498577/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
351 -9067354500925142421954370439104909261474477928334887200710712761795815926082637422754816980297353604566110325668/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
352 34167936546912978026733607632637367287999006817321836584634333411938100999947544270543992746998429374528327293310/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
353 -22781404571775644846390660644105281925689713469069322380690634609608875872980618485938030281516581352575608215987/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
354 28624921344706504465934034471186137767461709863456429572228467683959222651384513681147203148489331792346583084081/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
355 23869996596383042744799278645582815554864544831634207618160810781555349086302673758703785894654576940671129891428/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
356 11475518850048521108349638488145331107971366468225491797009433421038504310659103603168717453583168694886583301713/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
357 -35684125944654567901677640392364430716863252197292877791566927335989018717733789973689761309258780450508849120081/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
358 -11359276818970680181013168710984920549869950332475382322513078355491407805725108744879208776264491581683586442070/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
359 -13760219595595580137711482068083042532128654067798898983840213209137285692094715465008325275631747743109531655615/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
360 -2800394679132421498296485715501719257308633674235212489542557687585181058274571814121118026638205213667145950904/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
361 -5646462127057596841270163662658365399947329875951200696569042509337740583718922185756859512779540079890269158919/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
362 -24935824584298382173158159544707318042314349128290919973332081516741006195760888410326958381206609947673646531363/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
363 11237209167364547497469505617925842227210190902221015271305762228671410060825480960708598095303425147841050434085/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
364 -28404165878339494113912306080101673116069783504229566717377993204441654252880668857744495605052543801832328996840/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
365 -18330593271386244951560483764962463343189388621028897993154451193747247963213374827540401630476126903555935786466/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
366 -5640603498385212260454437610701328447482741105504660709186578367326918162512967290492379642284921011715784485123/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
367 18725615520492752294271721851038897605996600539617536473053214583728786823871780294074035895988008623513625372333/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
368 -14619392463461400585196191732985584504323138872695132723011525066510638807158126529602560027198145992634310389233/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
369 2646517083820795920468217159989253469493436961267394055256210181241008088667963974019545919603265838801142753101/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
370 2015114488102809843062852424373967876848036640274784354276172106435010739908309954620818568926028312098885316333/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
371 11468386773704166303606065780822742130686535495220688259260944658668012925240713807685815176190531324517869814603/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
372 53886834252541548220984521690224109175239203910906738248975388966747835242573566565050779056736340152025824394189/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
373 -2575089014687353789930679702785518362464052305194452933380299921217296864477900278514903799366210290690033080735/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
374 0 0
375 -40142863340418485133047315702456763406405491244599206833878184712337169697127066428993080609923135995950649621171/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
376 64191255706097722690295947914964474829158994482219192581297604602058177985922819053005226630095901145605884572089/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
377 -539574788547614816942842058209293175690768281992988525121984283198186652166106102800300197909889754521582897507/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
378 3230136214641054553765356870233618516401372715796382620152170482701995995099143355416979612388316187545066338304/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
379 -20374091055466718368764445949073544966931631779831110023735188059780457150824300468042215766412285925242835216443/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
380 12838631177671237444853157724491085820945687350130062469327858607683733084097408755121834587312009610906052256861/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
381 58525439387506717002861418591495058521953890192592378258328184241171661128621165510687015675410385381756219786585/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
382 17486639028805424034457220580990881639235109442639604072952875725220149554524469442239079881979629307528035284191/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
383 -17894053040821036088052153716495292092171885911085053946910481666996361380654015758523866927303816042101699970447/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
384 4716259926124576708152980471901653303768878381011870751832153790522996178498890939751251214535821231397037582375/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
385 12571387545044700877228393962505869637540900054150117023952180467392108723228357322188311153123612126307821176515/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
386 -2041265352049476436409210865078033226275152729103298207133561582750987291150854678508911006135544253284708503466/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
387 -1108378435996714225098523145604884185997194927965959727927228219893603826456684094445610052687499365084288755414/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
388 -20377992495213405671508801647275015754477981327579566955492330037750523067501451147325937450784981242735821002050/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
389 -3919759052570170108969216750665511707449168572118500532563957370262391894664533463312051581640774970720177820118/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
390 15917492798215276698281102878986232041966642962681961566895002349856021575464654597827987333033996526441358527323/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
391 11145887579810587046251172841938977822483909314756505353158784445384411682695961722652172761866446862516414428643/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
392 -31651656434752803383918943657136917600563296472563053084066137206218575202426883535780926879088067719889844265111/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
393 15709446686874142580490103837928033986733939756524296573635131423432008490182574912634913937877879489249660063569/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
394 12666955132138976570245166461640639298485239498429723028935757563715752192885413667761472513118274014993928466650/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
395 -4404516928534019302698016368775030987852523515992953882602079517877778260573797312010956469336145169776593966160/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
396 11951931524527657996057139065747071692955915290074381573483777762485813315380417083197680164909348241538610722733/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
397 6322963064688853741054787536834136176482706304490673894694263143346287636795204822525648789384181211705141779419/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
398 2888727687772489358253858665201065747063373535711417226295097728162979234086691703193610363362665087539596931974/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
399 10497363368323534271635916923962213231087305539111488472716154909836826911845305855011908646045116290559165228697/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
400 -18077007439084253855751444697987304823556568265978786802030340141604357426790275629627741903451652253234366136347/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
401 15920853503464026899747480669014104322541555354839833324662785907605948981779365401001615322731305514228426574297/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
402 285702876833912231976286735400356249114410139971212491975041505137192669045615285534625140500277459482492857753/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
403 768497146472507939223449518908364453403459139686802775498288807096536917700296468580072304891033897008052393129/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
404 2939368814720407775331040976385183827595297556948555755723443358405812675705198703657963676639184074805331470837/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
405 -4522696147147695286505225033902727276777199962887259096036696686515042402020343949014223463024736121319411878355/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
406 10174541470214596128197660197927909892141205368810416233060054907820434923759296382949936951884143547367621381800/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
407 -6457885423492526611086325818816016553320345810007425977325053505054501609856474806944487229747732695663000290290/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
408 6067818208248848595638241024921801217262965531349537885205991781819047614358849374777482617459179578121693589035/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
409 20302377648076240143774068819943232429995913064334362662559503843027023375526533480322934835875313443958474706250/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
410 0 0
411 0 0
412 16278238160451922926887866449101685613612621486891634304055236318472538661690783318929674586263714242463904662664/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
413 35655494677114049558937564232697233810742811395574972337984000676181262519734783142896101109174580489678198518667/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
414 -11059202316290313898456681183184995204032779653711373305103242759441353739710728107074903853774359966304260101422/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
415 18289409081190063750440483720323437774614224560412706886592248266013714260689499863402250438569797831114689192717/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
416 3896886820158160061159836578926420546341037202913064568650916232885790534670707998222726083062590533371979053693/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
417 5938167706391194168658589122915923980696779688416891096725062202608371483630243660154322729673540199618265153342/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
418 -1884885333046875200347676649369213871733989862454837225814932880026417681446563822000057574924144819776399788749/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
419 -5869955086476688589948493059127474853942149499369353897470191271593690331368499277872964567306158006731421080410/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
420 10678526325970960233346969669683348774563611479756656678079078410751003109074832298586888949662416686496765413302/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
421 -7600696067336063217246918842857890964605169524369579512500691670073111408709817481126264620149168843032754891170/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
422 7234429603663994922610794446473409653523892345697777138799551345734214327399837059985073870065364294536808970673/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
423 36613399057351323632483569250958562867582283649519448260367058905342646534036232668864159093381970858816511572039/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
424 6981431861989625179166836496051433673287809672459735087372378594138200035211020781385384100713697959322464804479/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
425 -6698421934213029110966125575391425862636645092210391645132084624504011520930040887709663156599539516570876893807/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
426 9185115833543399233995031895120345465319403830635406271627554246412117566556167090914546345346720958054992436399/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
427 -2981705575750921228452174899125124267629431415191757562647657520846272490771713456834639463108545540865144850013/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
428 247983416632991077960755771215261245302485360560258736619591687443996442949429967258542781941238745753735494538/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
429 1217580085579433935077015489090946607887222445035938751863850210189084169791188763164504027064313972659820724397/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
430 30376475214099243491650539510427806798011029716391803432190037239462703221910424921183684483366798876139174637345/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
431 -970305976423558110803431323861415022294741421021111201899927536840041377612337153566113324526689674730649557811/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
432 9256981923282102559613626900394158749322992030979276738575932068077136554465480928859800855412199078233042968546/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
433 -7750220397543998466090560071218408438637868327858506172471183328446184955079545152833127149492592096584723933927/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
434 -22891908337979775680478832632464104239024894885633704312281459126634627568552371288043764847227493138313118835945/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
435 1514803087996463767480732342657806455239925072579886888048842403513425097097640243677872232490554862279013914820/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
436 27282745133495802465844812185196237696119210983600821307413345008771976073300028130407688553174249450776546588715/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
437 860362186577858225080812328312575580632657045724852733996311418229571572759532670085255146345827950165372656815/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
438 -4247871549820512914520120925379188601751075149686767531699759878651933705596331885041738215495925515007373392177/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
439 3411659664858836028592117855669236740375265383288045111613145286563140735714643082313118936267343850031370995362/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
