coordinate qsharp_0 qsharp_1 lift_0 lift_1
168 -3257233377765659473021563766639727475734155017682511257 339383396457736872704879709937277916888304484318074937132459199813524890119868910988022003050724140519393966704456075657644532170342493298154558914341311423093979295975/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
169 3490701155557196657217694740956236407763348979588796672 -181854641162463878132563855699100187994404260768587554668266719406258835658675070103334167147020394910933474127288553638008436980777648920653167408440403338855753029889/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
170 1663961062092693574282195379695032494225737652772528735 -173374361407845730392467407032025151027509753177056640312499457231442683637528698883556432922513834495689417614234434069063464280802273155811257000096789418091716108811/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
171 3506517645873835677023059629169316845071233209165882932 -365357261938652580705230003482365037627879553347392967647584730763335887829345072686678918752379037095221796910980943072302431042278862276214156178457331855771053964725/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
172 -454324132871148597944635823756077171194173231147633439 47337740169018893169116082793509092637872761154740628125696037667623318754549714517964079490330947353695300927322368789137583876450340338212342159113665903092254381355/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
173 -473838361004174799163237982202858274565015554896039015 49371000993449149605746252809736562245643708492581099570888387712939294803796183090948318474526129690657753650048059723346506246948747593354452680327552721295508005459/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
174 0 0 0 0
175 -4372985493513536646758628740667059768089970821233821601 455637805869190361364021245735424257299860620785844287544815410143373812611047973656689425170669149933830783095655277471937591083587307577805467777947230031370710358931/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
176 -1117015640861259215193953740446636573799750105610236610 58193030422639819566916496428312089993303314967766743517774151457682905044572700627442825458511743549808960251908859021142905016281754626029833743397131802202641148153/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
177 166888074709337804318878058464117637678291801052143912 -17388696189156661214390212389800547111277399923864787821544047871048077720270457473774153431628453536415926214331816441364611057281362135179609449082611167768632115397/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
178 3126392376642457391548652340620336486620654345586480595 -325750580442697986912944965234016066560343296334914269599546529173990774960588854567761890312386212642492062732072378208745305012270920365462429462347145628970355702305/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
179 1386113522465791278374718060865168572052278103180032975 -72212190618826805550006835628932982546051819674045779082045159831160764750827685524279131741265083629167926793569936374769999767846102786785647417911391425189853099601/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
180 -1386113522465791278374718060865168572052278103180032975 72212190618826805550006835628932982546051819674045779082045159831160764750827685524279131741265083629167926793569936374769999767846102786785647417911391425189853099601/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
181 -1796124015851668102411665168363903808135489385671359905 187144916640021236222938263104304175749611021448070320374590827687362256962120656033793312892604684234063421534251784244154746257942094586429899378290648243976717362873/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
182 0 0 0 0
183 -3881360374712581113922263869615736639765485505239556813 202206767841429221532297496093866866469269292256467917421746002640229505468479780870844117368139659871041077879727624522952497520562760540916995854933803560110329208240/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
184 1951648275345565578485314334750010050798319823945406343 -203349574181268734413073676366427792289411981006135592623955237741047713674812077412808847493817810926565666312022646770884362649436553795674144074945353746911726266947/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
185 -1337960775162619669206870562047471819151100999600492372 69703582694065258534597870166037041191129884726670990669006282561217222642076927730574214241757858871052532396152916199679413943745609534229648400064583292037481676949/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
186 -2642848107748798386794644336122312307797407680013259584 275368284401210654726490862815740906278088592366323237524519356715937461396689940109710928191475215048740009764983697913610242673159996860034700823642405756682798519805/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
187 614568225333858871744790802556298537108181924192399056 -32017087429560074569317440605397514377546602492497185413875106766222026154891395696964139109202594264020860253565758688161300970438160820164693206242719717017239402924/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
188 -6097819301309606570783840419238361912710482886717754411 317677363800624731348581566526141308790270541798870946032849440137774894829865313191123423939214306277191338587172824576366584290609819716694631967676096884476989480495/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
189 -5646851347623426880443275505171326356039705873888687337 588366680364487342627917444427433366641009331119363348447359199358990872945423471026934086319682078408371197253442254244079283288511110797087777699636421855136080804221/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
190 5926345802873395880874053419034616214055146860576019445 -617488258867685338592418133903416894944110528297430972971739473892489739981494494672318820130833953370294860466905636364533269439754893312411965223111248546536147949143/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
191 5051673282686493741438403313669113424090266295413654424 -526352839245740156286481331272850530535547573367807618500109271741533581178561820078928234384850621630958778873561915616179092263532119768111861198496883158305549163753/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
192 -15442666160177253534158480619560686411844356117704990 804514734433771787662641610606967136748457683597095467536688872110393243115125230742546381009839526991882619596358133262776977134168760553066248496322501410799130460/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
193 -2002587857738332594328545791657115955604160307765030100 208657160860383190999115339134406226441834012876100192049477837407196378774859719021186039981133228871182906330139643566669666944803273419106399042937838419645032502497/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
194 1236948364839463128384144228804524466684500976739673585 -128882302437299662909869732906892934586631079277973216990648645499957537074644315804377692862670790085829711427740989126132770743038781189379401719960691316598312253895/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
195 3585945785434610882477539275115913751897944218082470067 -186816589268916453843217748433150570212020105690756337911410647763049984935749784676435261353469806308100957880905151122702819508135481103198577413505378499873521804135/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
196 -3052975036716548055381306861245732880085111389943428182 159050475832390594953351376042383139559716258105355342256409280769446274283512534022104856777374490026019942338766587875076474910556390761617934644764719575140815120273/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
197 6467086752680471401254997944733573149710934273151706041 -336915046108409406644907022936030983509671390384893499058664422059917377256415323401262400999165588840915367239791660394677455371644643454879607420155521652733915363058/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
198 3268511540786855999019237905092290838968611819305069371 -170279255340690023631731767359967059909364838066044888497174841352131978983587268030144554613688319000672717613790678054808512321216902185121574727526345298699652697626/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
199 -4196619138238809467999710140158728082987166637679876179 218630765989512716203803134011810691434575548904381675346912396845608560174679442980558932751535353482870261759243356497309912051581115993463809030865628095714184922024/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
200 -7709885867105236966320777214884153025649766871494467003 401661003129375699129753057985288691470646018652983886553588923814294817202859917489267818578992723971568145860509484305496660318168090082090688635865166914418882748161/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
201 6252113331221155462291187639831130510226896887481584520 -651431202895277497442698936735826687293620756539097870024736835620642660395929674583534014003597399989014620037088318485242913867514276198316789641865921250142366156805/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
202 -3881360374712581113922263869615736639765485505239556813 202206767841429221532297496093866866469269292256467917421746002640229505468479780870844117368139659871041077879727624522952497520562760540916995854933803560110329208240/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
203 -1193883270324700372369238042830182424229459026668025794 124395188267046569471302071371450269183380181205783214826909216301796833559575510634292505665556946885086153804959875373896937119868991461244810878832921741195437212777/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
204 -545292824296247695377645358708422975300618037833716014 28408055136141184759510690514743463830129245486729426238894477535859958458674353752582876471238291783184927574853485869966741882544058454082044938523966674678397117586/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
205 3156097855679276260449563568463778002773525369170675156 -328845706029257969414144416954393077916310901730847120606574720151192390529086087116149609943387993714965327352848798277399296608656766407790489642483175053435760395981/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
206 -9667866752606925733949824801868136699975384880919027330 503665699454929872181225246691914300485174676532358437558284448156396717139900279616925027336002735095743277617739168739406478715392322688852071538357839406485910258204/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
207 -3151608731402550899043844925194465820104026356629923141 164188983643377327226940244957484476319687910403722286746780068763804616493505031558802977398649126563964257514661415359847840791667100675421097926767966736475725930118/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
208 38463026991768933407701095485154378497800501693384680 -2003803723064281947504286509542619089964163126756690568701285404553792451674357370257127399601286954808451622947411061842820879378669055291872670240100255365986003627/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
209 -2558620449262523511693583975144266146664788156222764710 266592287873641341839796223423245054960343473901466270257291055975889844069943842647527744373545464626450703149974908930873722929270575376508837876781136490012810104071/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
210 -2762692136916135235017713848629127120840365890300744092 287855284547295082191148966185195509571287322309338047008781503120736244216779570363297554756242068812762593294927786716775014525411364834186824586818751051485736542841/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
211 3580843258079644433231038998684126309730063708764201708 -373101527021528320247017439061063362505596724661016132674870165133969956079487661294325526426106041461993873656253134271385290359978364537142077430051637743218526895215/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
212 -7265942536964005413654519894640912503422251749949965441 757065880969552289377134823639513136704603355252546769329088694127407520875633966924905026841970805053837126365835226084619173013993082166449677165506096917860584389385/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
213 273573693598714325622611739252443040459227174923903902 -28504672078090099905017429778949788385817223141701358097239329803637398676946604933726377017222925094413111596806691564036644043634038935165727809745520039174617501141/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
214 7847723661376826487293488311873955886096591673618714663 -408841922233831161266185075173768090177074309367584465998358246681206431481187274859418921794203011600755603826561023929151498139419278240360722053973817108808617082805/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
215 3226094729341880075344746919558644137941474987608944515 -336138943562435026301722817905424735243408966959481048593439899379068905927760730006218693849589837783871075585397241806803216661232425799043026297896893961907419576343/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
216 1487919510826725302096423710233048188505515359100741767 -77515965034489261656132142577351154304461462603223181168793118129313771451762951966119501322506210927931096586590128489481318912407695616362196069862488956772938924337/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
217 2811898055170824516685421483870637306222076971239723858 -146491117119676774032270967103837750828757611033428018541132870051804793260548084636098140931466646091646931130206815617668048444749643084054983308052231353724925967709/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
218 3604276199850748769580502529872348359185301265127138536 -187771546679320700036148640524820875766620662291516595317488786629154653434761285917666664147240649728199956194354043912312727331909582512494351410497340490164802077546/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
219 -5721624560463103757903480836178686037393705495977210712 298078791320441562359814644621128704563566685006443961033961790278408103786893851506609476169419671007296098665854012952633436379247651381060863008602299732132105950954/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 37621087647289079986930919524008673649265491648817280597289888431633398784128610119034391577 -4999673759702529905771934933965293283627518292551158936088628512445744103894702517531857755
220 -2214117215180840912337172261958026189133391797302486635 115348600099246762709338773392943331856941682739701905503172298612304270131364833305075972652191087537406981397490282591275905861763731192622793653425957749943078754281/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
221 0 0 0 0
222 614568225333858871744790802556298537108181924192399056 -32017087429560074569317440605397514377546602492497185413875106766222026154891395696964139109202594264020860253565758688161300970438160820164693206242719717017239402924/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
223 0 0 0 0
224 -2399801190771069686675083804801233808335910259607487416 250044311993969287156822525465744346800978952388614804079957434946842773247262234187120522211973132086376115410231458632824541393501367048259222870316901427417730780995/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
225 -8240701358721028091946915237729443614894305973603494360 429314834394074130778371213337009514765267537681859226226148614031521952700779055437214765349779810729871413953516390554722610881035685882008422399650142410445552194151/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
226 -9698550968046742360082679218335998006121834538493567907 505264251361693967118533403362319445469380312898206783566129105721942879101980814889325193086759595226006917287144670889214129455504675078053204656009949259850784381153/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
227 7799902514359776687972680397653884035314629708313444359 -812701179299136969953010614094302149770443471447908288717571682065804920343378853320236509116182684171499505679215250379865702009822754815559514187415147287367410253231/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
228 -228200342701214861920979993805595642940178961656627116 23777051993702660404472603968310534234199726480879432911698960143263744318373503339798249503341935269152474014977139492467184284066230691596671691287423674141529114325/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
229 -5397453593686374253591721288021991204127458832245049485 281190495184113890549138349372531214777862514263669588796649200769878022521546531254438325045905857599857362159840792895321252634987144816683100964562551565345267717919/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
230 -8318575556711524096352439598156192526550990652479064378 433371837185284359174882270877840219893123613905320063237543112954376669436140303838904914051232426412538494841747089327465539929300822111055336487231351465761080961394/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
231 1013821682179515549231966975076719704741526865694642583 -105633894165913995935978866051728408472498589581723265235276241976972801299111181240230900034791200573352346091257790691675436337735786884613670075175685483738961215861/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
232 -1841979497437308048569659997597412091644337990789474216 191922771734154850243127866630175527417897942910874400188552390303945150083731438258906136114516633327115394509789878625194809252044404562035072873064556044220398103073/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
233 -5184146100908268942022668024555540490250266413020867395 270077840210865324845684287217530369234942257141923693007697820590478405623695499102568287223625851320998978728887251229041003019521497189261342476954338160561711739366/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
234 -9299655381210163025814631463089055966991585577874532641 484483035619415003520386939644928247042963559719687679570105587590528902981598894157997562104410053610592753020791588656158538543259754874268887603899215584423602623120/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
235 12751180755713058706548409200810251828649443087654586385 -1328593481591104205001389816108268155772208995421480171829631315533945208267682471804209240802445827086305019639290651607045109416646430784337711900017186354654674073967/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
236 -2258724391087954409521484322618968047600295866647171483 117672494814480316639871306622618194029539037964070460605107306300979842510489533227207619103352092363022816304576889713765603384944087027370115704610756127288327991456/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
237 -3039129587544861140607507529447698595606263690142777287 158329171120630373232715925248094489946851711173338322007644281692809701028424217266171332847477421484371587747566000564538994722149144851071774086889388998867756806668/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
238 1386113522465791278374718060865168572052278103180032975 -72212190618826805550006835628932982546051819674045779082045159831160764750827685524279131741265083629167926793569936374769999767846102786785647417911391425189853099601/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
239 3564227979926977146948845991831280960469808216780033600 -371370318698835039836967585539065186043477753135070672314795893968859778318953687614103020129430279704982836098736821745855452527328827507557454420083116203196027840297/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
240 -1976985234169139207530767874147124532136854063729161885 205989527216305111644583769390359588577258459754321176025599978740306942557541246126384272101414692400079561287100556701264797380264642377649996114428078472089151181087/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
241 0 0 0 0
242 -1337960775162619669206870562047471819151100999600492372 69703582694065258534597870166037041191129884726670990669006282561217222642076927730574214241757858871052532396152916199679413943745609534229648400064583292037481676949/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
243 0 0 0 0
244 -6424416858513817931274383505929686605712748353190083980 669384155457229064398676349196959712167675949230072970174923026061209792074229130857221017727388308105022855799127438028128584954247673472959869905788626166970649974507/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
245 247464867944374065444444335459904743628689233089223076 -12892147667438232535910752405620651750523335188131819463849562895952904910238899096346411354573426972480620576232196754105966642567102217968506378805448218899066052855/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
246 -3584409914901318657183004975346299006588807312998622960 373473150410383953326812490983061534262544200275649464751588776221620756770051942493625547552877540839396809491166827885023735658211674438137910516441703205964675765185/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
247 2149652195006313384950045886021393741825776218958585389 -223980347286174599610107306060063570470463281994882485692590957825592977183728206321983306545958038805039965055655699066657174977101002494755268949144477632313115198131/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
248 2409811516034614011690108941066442039782708210016273876 -125543662716579726783408099569328942828381616500431965830266750152987762676389438992726865951453388709262011526984299307840140509943714656822373326553417703406740137961/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
249 4976066668988759817293984695692295461959657563393997213 -259237550899713596855501544807872124891431565593557549262810896902208299229486157314374432357405218267203437826411731289780764060507438506813110057949887127949324000486/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
250 2255691712992020803758521449268509156790753108289990552 -117514501745947574577968219555951604228481319419894663060137086177738672739136340155519326314271372385134514895560672533139142796300682861368188627720205338226608618100/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
251 -1130364723773582576492637134023104563022321765689413029 117776952001346560120644012955517633257250715672079674829723595662778711267705064112346173350409512982786303821424498770412742030919742356053841711302580448664931550517/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
252 1337960775162619669206870562047471819151100999600492372 -69703582694065258534597870166037041191129884726670990669006282561217222642076927730574214241757858871052532396152916199679413943745609534229648400064583292037481676949/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
253 -9998789431146045140039638594241444533416241441798208068 1041811477425000839861619492607277976795581235592455290109992208090920087230081400072670894210741584627478039479931428190190826377015555424666176054345072176572642063719/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
254 2631075389072338840964678231786348499450212572699284496 -137070820281882541004479598923822163047339193151208525666395069424354241263866290835393597027223192719086337136504542762884728012624264111119656429427977463962186314281/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
255 2289500562214752682015906910759582187709751632332553550 -238551674651371326785016819834390479892406072093490992397971321002727156595883932755502518482396325291716655350106456003818646685939795077787490558519140144943776698545/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
256 -2762692136916135235017713848629127120840365890300744092 287855284547295082191148966185195509571287322309338047008781503120736244216779570363297554756242068812762593294927786716775014525411364834186824586818751051485736542841/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
257 -1554441521410764715886615551363155496124210200924821513 80981554274320677991054864397604657638675839444373883562940377735277057141555482812417165749271948415020267803902060406970567242667463813175430865414706800676405854249/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
258 430038037670008389074644625361751440729928856210148076 -44807280567222470197973221427107671978465662439105628254401116923464140528654410787474956232879352729728614273335500941310978107461911815024520764025158806944689358659/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
259 -1840693994574469757993470418517742874167247414783416781 191788830355952016657887891480394519117631644660047753584288915559741656950715658552564692898987781514196227715882036622983030212773413046375304975326416519868056013277/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
260 -4013841143191512520242820730834676859759769605375073912 418217205226043870590383407124370366680314053909059539288031773424581065648250160700469559018792751228178027309365692869479005602869229831109502747273975033662288118511/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
261 2749297906053651893085130674431914852052709129897444829 -143229844628247186939298786946919400918593440909993227392038565228524829444894801370458427407183319826043785325783260539510838714211373071934312699196873030080011571415/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
262 3190108763340712895379875766317628775540409896525026680 -332389430417427759363058559872933951273694593052957708579230414232620311324902157639444510233239529820489051262646377981653910199847734525024537470891318329851156494173/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
263 -7214052616000238119077148612068499498427125165933763451 375829637470196473013549831774168313485900227001101208859283998074983187475059643843518854085613252544025665886844151353844198953999969131964939769135914501919192113455/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
264 6227905855365050786780197116893089430728353644620406835 -324454467469368350436893655021122563089719840847686906233966544826671769445632184571182018226154666074513344166058944496720404860748289591899264986406252249879177537800/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
265 2427768516662804081204313436975752297409111303825881415 -126479166433474788225322536430953516109941606969499002334249152040792993063032742437684154806872349560431190799306767146810857302603229256458135887806761720573471131453/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
266 -614568225333858871744790802556298537108181924192399056 32017087429560074569317440605397514377546602492497185413875106766222026154891395696964139109202594264020860253565758688161300970438160820164693206242719717017239402924/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
267 933042082559117105312782942015124803344015337990111001 -48608581930062614682215610765099583864278182256171918601492231416633937913370913437530553167539169325867163284793400581978094088367906275397698566742218916152891996777/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
268 -4955275987499932061655874759645137091847546839575370768 516308842498968495157269745023443055813716335318832493982395565477496021265166535636893633671344716650657927964558138774348840779028418015239677782711771291852453584257/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
269 4335773277058909553578773250140150995413904395767667519 -451760525077368501798346375586136122380488187498167859651136000098737255510826267268733005393555258435276969178745177119072850122144711440799362843420459619541255233651/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
270 1976985234169139207530767874147124532136854063729161885 -205989527216305111644583769390359588577258459754321176025599978740306942557541246126384272101414692400079561287100556701264797380264642377649996114428078472089151181087/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
271 26277575311282425100501666614531930014550500903994146 -1368979702328627024880962736986348170253106117282594111462860861187839166730733757651046540147639079331759589725147992650367013309336112877477696406780448402796581899/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
272 -5234784277165230946300019129180579812747664822119211752 272715931230966267298584770383566147725934329398028701922956383778576727577714236146072927369271821141869122399083975110806439605629591915033131941801789330452136994340/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
273 -323969169090069345297978405564594508582868476766417573 33755566212697976279165590152036573775658676755736090174401735017009070002348182642599869888990016689672239379108428321726807471658558249077742776472083324733343766953/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
274 2887899577995376179109032053135367305879852050930811176 -300901118752888172146756666186446963589358219781389305832899969666154768687003071313186828239929365705579573982924485635203300625415022525408375726256195788288647110043/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
275 2546010696992285935915144606913950256691524784591772763 -132639215178940341838535948222018426397158066231227284453519295534030465208900398418388697872452342280982315621873874354717125774235017662583008470752796468217430992189/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
276 -8961684812638466467407427683674437422814438030578303546 466875823276635952360224139116087133914388770604812660961698935182917680107516602157328485495849651036482334127910041775630330836236193255231440583072154499220646828897/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
277 -9929280513842829252788032116822638576563640854460345727 1034569081900168246563800538422052498158896797450020358159364592037397110344446026351407019105827689221324102740392102503811085062710739371127630772194953531238873110419/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
278 1877918225624729785381454058047882137005004793946182182 -97833681496840571933757483001202120489782127032640804504642580994227126365917108577368725376677017857156769148193987159233978396039351876765961183444888249129134631489/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
279 -1224372723226712413531785228907132290364142282101078831 127571999039236656028542478229605875535707589777381189927821325188407069901628832521244567710487097258706716007154311661525386627140589867901474150825898531392385314957/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
280 -11886376811147969807138083042725265937996480583174303630 619243152990020283185492927796470322919812862228214769573062013931735201613795412849949623395600338020512872946208516011870440730296371651549448812525817714673182122877/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
281 -723866231322898563170654105282046859260028699995236497 37711172592727505820047629014379823022864325583076693906751940812395450920935125390397909199236008434865217502957958383521253454002647030074738892935215053687698300077/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
282 -7448672097676683682316890895777366710415407557989162069 388052580583521421592113205404450473435464163733494841435037920716122991714155572482026324806697375349267903147246689143384451204572075374284082112473899036959256447453/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
283 2212859187972811537956191254618863402895241015952023912 -230566121612104321958241994455929405545258183274196102399823603271990793275067523096324793539543381653748598741506612478331897781000755914903094648904705243321972253711/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
284 8149624830446820807137415171468146334285392556167120406 -424570031378994722484040866686997216166886532794914878639308594395794248065182859812463469556153914208743227172670294252297679846441910529461642840063993092448420361568/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
285 -5380615048439599383742135810164241354975903991369326520 280313259503633141134064510837514589509688617347522617147310330149028532276566230433340029105640018529250530468083391172927998608236513562386663604464245277400093913282/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
