# GENERATED by scripts/sk_sentence_census.py --merge -- do not edit.
# Rows whose sentence does not survive at commit df52c39ba504fe577bdaf788de750e78f2ee3fbe.  They are not applied.
# Re-key each row by the current hash after checking the carrier against the new text;
# `hint` is the most similar current sentence (similarity >= 0.60), never applied.
where	lane	old_key	old_commit	old_lines	status	decls	note	old_sentence	hint	similarity
rows/oa-kirchberg.tsv:3	oa-kirchberg	660dd9b4b09f	42a95d13d3a40578307e4fe88b92bcdcca30b008	97-99	attribution	GroupApproximation.SimpleKazhdanSofic.PrintedKazhdanNotResiduallyFiniteLacksFactorizationProperty GroupApproximation.SimpleKazhdanSofic.printedKazhdanNotResiduallyFiniteLacksFactorizationProperty GroupApproximation.NinetyNineProblems.KirchbergTheorem.printedKirchbergTheorem	oa-kirchberg: Thom's construction (a finitely generated Kazhdan LEF group that is not residually finite, and not simple) is cited credit that no later step of the note uses. It remains the typed input ThomSoficKazhdanNonResiduallyFiniteInput and is not proved. The asserted inference "not residually finite and so lacks the factorization property" is carried for every Kazhdan group by the closed endpoint printedKazhdanNotResiduallyFiniteLacksFactorizationProperty, the contrapositive of Kirchberg's Theorem 1.1. Text verified at f34e9c0b1 l.93-95.	Thom constructed a finitely generated Kazhdan LEF group that is not residually finite and so lacks the factorization property~\cite{Thom}, but his example is not simple.	6e81aea57b64	0.76
rows/oa-kirchberg.tsv:4	oa-kirchberg	1453f65cbfa2	42a95d13d3a40578307e4fe88b92bcdcca30b008	30-33	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanSoficMain GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain GroupApproximation.SimpleKazhdanSofic.PrintedMarkedLimitExpanders	oa-kirchberg: abstract l.30-33 at 8b36733d7. printedSimpleKazhdanSoficMain at n = 3: for every infinite minimal subshift over a finite alphabet, G_X is infinite, finitely generated, simple and Kazhdan, and PrintedMarkedLimitExpanders gives the marked limit of the simple groups SL_{3N}(F_2) whose Cayley graphs form an expander family.	For every infinite minimal subshift $X$, the group $G_X=\EL_3(\LC(X,\F_2)\rtimes\Z)$ is an infinite, finitely generated, simple group with property~\textup{(T)} and a limit of finite simple groups $\SL_{3N}(\F_2)$ whose Cayley graphs form expanders.	4d5974e8776d	0.87
rows/oa-kirchberg.tsv:5	oa-kirchberg	6866200f2d46	42a95d13d3a40578307e4fe88b92bcdcca30b008	33-36	formalized	GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain GroupApproximation.SimpleKazhdanSofic.PrintedGXAnswersBrownOzawaPestov GroupApproximation.SimpleKazhdanSofic.printedGXAnswersBrownOzawaPestov	oa-kirchberg: abstract l.33-36. LEF, sofic and hyperlinear are the last three clauses of printedSimpleKazhdanSoficMain. The answer along the printed route through G_X is the closed printedGXAnswersBrownOzawaPestov (17af31bea): for the Toeplitz subshift X, G_X is infinite, simple, Kazhdan, sofic and hyperlinear. The names of Brown, Ozawa and Pestov are credit. Re-cited after oa-expanders' audit: the earlier carrier was the conditional _of_main, and the Pestov91 answer is a different group.	So $G_X$ is locally embeddable into finite groups, sofic and hyperlinear, which answers the question of Brown and Ozawa whether an infinite simple Kazhdan group can be hyperlinear, and Pestov's sofic version of it.	93bcebbc8293	0.78
rows/oa-kirchberg.tsv:6	oa-kirchberg	199438e96aee	42a95d13d3a40578307e4fe88b92bcdcca30b008	37-41	partial	GroupApproximation.SimpleKazhdanSofic.PrintedLEFSubgroupCharacterization GroupApproximation.SimpleKazhdanSofic.printedLEFSubgroupCharacterization GroupApproximation.SimpleKazhdanSofic.PrintedLEFSolvableWordProblemCharacterization GroupApproximation.SimpleKazhdanSofic.printedLEFSolvableWordProblemCharacterization_of_residuals GroupApproximation.SimpleKazhdanSofic.printedMarkedLimitSubgroupsLEF GroupApproximation.SimpleKazhdanSofic.printedSolvableWordProblemHeredity	oa-kirchberg: abstract l.37-41 is cor:lef. The first statement is carried by the closed printedLEFSubgroupCharacterization (sk-lef-assembly, 83164235d). Open: the solvable word problem form, printedLEFSolvableWordProblemCharacterization_of_residuals over LEFSolvableWordProblemEmbeddingStatement and Lamplighter.PrintedLamplighterHostSolvableWordProblem. Its converse direction is printedSolvableWordProblemHeredity.	A finitely generated group is locally embeddable into finite groups if and only if it is a subgroup of an infinite finitely generated simple Kazhdan group that is a limit of finite simple groups whose Cayley graphs form expanders, and it also has solvable word problem if and only if the host can be chosen with solvable word problem.	3597b9cfdaff	0.61
rows/oa-kirchberg.tsv:7	oa-kirchberg	f8766b1da9e1	42a95d13d3a40578307e4fe88b92bcdcca30b008	42-43	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedRecursivelyPresentedLEFHost GroupApproximation.SimpleKazhdanSofic.printedRecursivelyPresentedLEFHost GroupApproximation.SimpleKazhdanSofic.lamplighterHostStatement	oa-kirchberg: abstract l.42-43 is the last statement of cor:host: one host contains every recursively presented finitely generated LEF group. It is carried by the closed printedRecursivelyPresentedLEFHost (sk-lef-assembly, 83164235d), which rests on sk-lef-action's closed printedLamplighterHost through lamplighterHostStatement.	One such group contains every recursively presented finitely generated group with this property.	11e5734b503c	0.83
rows/oa-kirchberg.tsv:8	oa-kirchberg	43c53c1a6033	42a95d13d3a40578307e4fe88b92bcdcca30b008	73-75	definition	GroupApproximation.IsTextbookLEF GroupApproximation.IsLEF GroupApproximation.isLEF_iff_textbook	oa-kirchberg: l.73-75. IsTextbookLEF is the printed definition verbatim: every finite subset maps injectively into a finite group, preserving the products that stay in the subset. The project convention IsLEF (permutation targets, all pairwise products) is equivalent by the proved isLEF_iff_textbook. The citation of Vershik and Gordon is credit.	A group is LEF~\cite{VershikGordon} if every finite subset embeds injectively into a finite group, preserving the products that stay in that subset.	10febad97b5c	0.73
rows/oa-kirchberg.tsv:9	oa-kirchberg	b32e72d0cc49	42a95d13d3a40578307e4fe88b92bcdcca30b008	75-77	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSubshiftRingFGStatement GroupApproximation.SimpleKazhdanSofic.printedSubshiftRingFGStatement GroupApproximation.SimpleKazhdanSofic.PrintedEJZTheorem GroupApproximation.SimpleKazhdanSofic.printedEJZTheorem GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain	oa-kirchberg: l.75-77. printedSubshiftRingFGStatement: LC(X,F_2) ⋊_T Z is a finitely generated ring. printedEJZTheorem: EL_n of a finitely generated ring has property (T), proved in the repository with no input. The (T) clause of printedSimpleKazhdanSoficMain combines them. The citations of Ershov–Jaikin-Zapirain and Kazhdan are credit.	The ring $\LC(X,\F_2)\rtimes_T\Z$ is finitely generated, so by the theorem of Ershov and Jaikin-Zapirain~\cite{EJZ} the group $G_X$ has Kazhdan's property~\textup{(T)}~\cite{Kazhdan}.		
rows/oa-kirchberg.tsv:10	oa-kirchberg	48be259e6698	42a95d13d3a40578307e4fe88b92bcdcca30b008	77-80	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedPeriodicMatricialStatement GroupApproximation.SimpleKazhdanSofic.printedPeriodicMatricialStatement GroupApproximation.SimpleKazhdanSofic.PrintedFiniteModelsRing GroupApproximation.SimpleKazhdanSofic.printedFiniteModelsRing	oa-kirchberg: l.77-80. printedPeriodicMatricialStatement: periodic approximations give maps phi_k : R -> M_{N_k}(F_2), unital, generating and eventually additive and multiplicative (IsMatricialVia). printedFiniteModelsRing: the finite models from periodic words. The comparison with Grigorchuk and Medynets' proof is credit.	Periodic sequences approximating $X$ give the ring finite models in the matrix algebras $M_N(\F_2)$, as in the proof by Grigorchuk and Medynets that topological full groups of minimal Cantor systems are LEF~\cite[Theorem~2.6]{GM}.	c873cc5ffa5b	0.62
rows/oa-kirchberg.tsv:11	oa-kirchberg	f5bd94aeffeb	42a95d13d3a40578307e4fe88b92bcdcca30b008	80-82	formalized	GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain GroupApproximation.SimpleKazhdanSofic.PrintedMatricialMarkedLimitStatement GroupApproximation.SimpleKazhdanSofic.printedMatricialMarkedLimitStatement GroupApproximation.SimpleKazhdanSofic.PrintedMatricialQuotientsExpanders GroupApproximation.SimpleKazhdanSofic.printedMatricialQuotientsExpanders	oa-kirchberg: l.80-82. The marked limit of SL_{3N}(F_2) with an expander family is the PrintedMarkedLimitExpanders clause of printedSimpleKazhdanSoficMain, through printedMatricialMarkedLimitStatement and printedMatricialQuotientsExpanders. "as in Kassabov's construction" is credit.	So $G_X$ is a limit of the groups $\SL_{3N}(\F_2)$, which form expanders as in Kassabov's construction~\cite{Kassabov}.		
rows/oa-kirchberg.tsv:12	oa-kirchberg	9c6c8ee991ac	42a95d13d3a40578307e4fe88b92bcdcca30b008	82-85	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedGeneralSimplicityStatement GroupApproximation.SimpleKazhdanSofic.printedGeneralSimplicityStatement GroupApproximation.SimpleKazhdanSofic.General.isSimpleGroup_clopenGroupCrossedProduct GroupApproximation.SimpleKazhdanSofic.General.isSimpleGroup_clopenGroupCrossedProduct_of_isOpen	oa-kirchberg: l.82-85, the simplicity route. General.isSimpleGroup_clopenGroupCrossedProduct combines two steps. First, the commutator witness (GeneralCommutatorSpan, GeneralTowerCopy): a nontrivial normal subgroup contains a nontrivial commutator in the copy H_V of GL_d(F_2) over a clopen tower. Second, isSimpleGroup_of_generalCommutatorWitness: K ∩ H_V is normal in the simple group GL_d(F_2) = PSL_d(F_2), so K contains H_V and an elementary matrix, hence K = G. printedGeneralSimplicityStatement carries it at the printed hypotheses, and printedSimpleKazhdanSoficMain specializes it to G_X.	In the proof of simplicity, a nontrivial normal subgroup contains a nontrivial commutator lying in a copy of the finite simple group $\GL_d(\F_2)$ over a clopen tower, so it contains this group and with it an elementary matrix.	a0cfd12d5e67	0.66
rows/oa-kirchberg.tsv:13	oa-kirchberg	eadacb5ce412	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	307-309	attribution		oa-kirchberg: l.85-88. Matui's similar argument for derived topological full groups is cited credit, and no step of the note uses it.	For derived topological full groups, Matui showed by a similar argument that a nontrivial normal subgroup meets a simple union of alternating groups on towers~\cite[Lemma~3.4 and Theorem~4.9]{Matui}.	3eaee0a2dc7e	0.97
rows/oa-llp.tsv:1	oa-llp	7f3b239e5f2a	42a95d13d3a40578307e4fe88b92bcdcca30b008	51-54	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedOzawaNoLocalLiftingGeneral GroupApproximation.SimpleKazhdanSofic.printedOzawaNoLocalLiftingGeneral GroupApproximation.LocalLifting.HasLocalLiftingProperty GroupApproximation.LocalLifting.localLiftingFactorizationStatement_holds GroupApproximation.LocalLifting.operatorSystemMatrixArvesonStatement_holds	oa-llp: the mathematical clause "the full C*-algebra of such a group cannot have the local lifting property [p. 527]" is the closed endpoint printedOzawaNoLocalLiftingGeneral (0e6bc6f50), for every infinite simple hyperlinear group with property (T). Route: Ozawa p. 24 and p. 527, i.e. local ucp lifts, Arveson extension (bacdfad19), matrix models (oa-mcduff 24a27e527), and Kirchberg Thm 1.1 (oa-kirchberg 9df1daac4). "Ozawa stated the hyperlinear form in 2003" and "Pestov's Open question 9.1 adds the sofic form" are credit. Text verified verbatim at tip 8b36733d7, l.51-54; the census on origin is at 696c4b602. Modules are wire-queued.	Ozawa stated the hyperlinear form in 2003, noting that the full $C^*$-algebra of such a group cannot have the local lifting property~\cite[p.~527]{Ozawa}, and Pestov's Open question~9.1 adds the sofic form~\cite{Pestov}.	5b6a5a222cdd	0.88
rows/oa-llp.tsv:3	oa-llp	7596c2d69c76	42a95d13d3a40578307e4fe88b92bcdcca30b008	99-102	attribution		oa-llp: reports what Pestov and Kwiatkowska wrote about the state of the literature, which is provenance and credit. The note's own answer to the question it mentions is thm:main (hyperlinear simple Kazhdan groups). Verbatim at 8b36733d7, l.99-102 (census 9cb80166d).	Pestov and Kwiatkowska then wrote that a hope of constructing groups that are not hyperlinear from property~\textup{(T)} remained, as it was unknown whether finitely generated simple Kazhdan groups can be hyperlinear~\cite{PestovKwiatkowska}.	7fa04e9ea602	0.96
rows/oa-llp.tsv:4	oa-llp	c0c91102c8a7	42a95d13d3a40578307e4fe88b92bcdcca30b008	104-104	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanGeneral GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanGeneral GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain_of_general	oa-llp: "The proof works for other actions" asserts thm:general: minimal, topologically free actions of finitely generated groups on Cantor sets, with matricial finite models. It is carried by the closed printedSimpleKazhdanGeneral (SimpleKazhdanGeneralClosed, #audit_closed_axioms), and thm:main follows by printedSimpleKazhdanSoficMain_of_general (MainFromGeneral). Both modules are on origin and wire-queued. Verbatim at 8b36733d7, l.104 (census 9cb80166d).	The proof works for other actions.		
rows/oa-mcduff.tsv:1	oa-mcduff	d57f74d7384e	42a95d13d3a40578307e4fe88b92bcdcca30b008	275-275	structural		oa-mcduff: "Let G be a group as in Theorem thm:general" fixes the group of Brown's formulation; the carriers below are stated for every infinite simple group, which covers these G. Text verified verbatim at tip 8b36733d7 (census 9cb80166d).	Let $G$ be a group as in Theorem~\ref{thm:general}.	c4a3d9e06c2b	0.89
rows/oa-mcduff.tsv:2	oa-mcduff	6e8db7db6717	42a95d13d3a40578307e4fe88b92bcdcca30b008	279-281	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedInfiniteSimpleICCNotResiduallyFinite GroupApproximation.SimpleKazhdanSofic.printedInfiniteSimpleICCNotResiduallyFinite GroupApproximation.SimpleKazhdanSofic.isICC_of_isSimpleGroup_of_infinite GroupApproximation.NinetyNineProblems.not_isResiduallyFinite_of_isSimpleGroup_of_infinite	oa-mcduff: infinite simple => ICC (a finite class gives a finite-index centralizer, whose normal core is bot or top by simplicity) and not RF, along the printed route. LANDED d3d7fcd83, compiled in probe 0914-110622-93657, audits propext/Classical.choice/Quot.sound. Wire-queued; not root-reachable yet.	Since $G$ is infinite and simple, its nontrivial conjugacy classes are infinite and $G$ is not residually finite.	f43470fad63f	0.78
rows/oa-mcduff.tsv:3	oa-mcduff	97438886a277	42a95d13d3a40578307e4fe88b92bcdcca30b008	281-284	partial	GroupApproximation.SimpleKazhdanSofic.printedInfiniteSimpleGroupVonNeumannIIOneFactor GroupApproximation.IIOneFactor.isIIOneFactor_groupVonNeumannAlgebra GroupApproximation.McDuff.isMcDuffFactor_tensorHyperfinite GroupApproximation.TwistedProduct.isIIOneFactor_tensorHyperfinite GroupApproximation.McDuff.printedTensorHyperfiniteUnitaryContainsGroup GroupApproximation.McDuff.groupUnitaryHom_injective	oa-mcduff: closed: L(G) is a II1 factor (d3d7fcd83, 5c59783bc); L(G) tensor R is a II1 factor (81cbbfe31) and a McDuff factor, L(G) tensor R = (L(G) tensor R) tensor R through the Pauli interleaving (fa7ff2759, probe 0914-110622-93657); G is a subgroup of its unitary group (ee792753d). Residual: L(G) tensor R embeds in R^omega. Wire-queued.	So $L(G)$ is a $\mathrm{II}_1$ factor, and $L(G)\mathbin{\bar\otimes}\mathcal R$ is a McDuff factor~\cite{McDuff} that embeds in $\mathcal R^\omega$ and whose unitary group contains $G$, as in Brown's question.		
rows/oa-mcduff.tsv:4	oa-mcduff	fc6e6384121b	42a95d13d3a40578307e4fe88b92bcdcca30b008	277-279	partial	GroupApproximation.HyperlinearTracePreservingModelStatement GroupApproximation.HyperlinearTraceVanishing.hyperlinearTracePreservingModelStatement_holds	oa-mcduff: the matrix half of Ozawa Prop 7.1 is closed: every countable hyperlinear group has a trace-preserving unitary matrix model (24a27e527). Residual: C*(G) into the tracial ultraproduct (GroupAlgebraTracialUltraproduct, draft), unit-ball 2-norm completeness (TracialMatrixQuotientUnitBall, compiled), and the extension to L(G).	So $L(G)$ embeds in $\mathcal R^\omega$~\cite{Kirchberg,Radulescu}, \cite[Proposition~7.1]{Ozawa}.	97c23b19a1af	0.66
rows/sk-lef-action.tsv:1	sk-lef-action	fb6f6f03c19a	42a95d13d3a40578307e4fe88b92bcdcca30b008	356-359	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterAffineGroup GroupApproximation.SimpleKazhdanSofic.Lamplighter.LampAffine GroupApproximation.SimpleKazhdanSofic.Lamplighter.LampSpace GroupApproximation.SimpleKazhdanSofic.Lamplighter.smul_left_injective	sk-lef-action: Omega = F2^Delta with (delta x)(h) = x(delta^-1 h); Lambda = pairs (f, delta) acting by x -> delta x + f, faithful (smul_left_injective), so Lambda is the printed group of maps. LANDED 407f74f33 (probe 0914-084237-64298 GREEN), wire-queued; re-keyed at 8b36733d7 (sentence reworded f -> c, h -> eta; carrier unchanged)	Let $\Delta$ act on $\Omega=\F_2^{\Delta}$ by $(\delta x)(\eta)=x(\delta^{-1}\eta)$, and let $\Lambda$ be the group of maps $x\mapsto\delta x+c$ with $\delta\in\Delta$ and $c$ finitely supported.	4e29f22e91ee	0.75
rows/sk-lef-action.tsv:2	sk-lef-action	9b414612d181	42a95d13d3a40578307e4fe88b92bcdcca30b008	359-360	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterAffineGroup GroupApproximation.SimpleKazhdanSofic.printedLamplighterMinimalTopologicallyFree GroupApproximation.SimpleKazhdanSofic.Lamplighter.closure_insert_lampAdd_range_inr GroupApproximation.SimpleKazhdanSofic.Lamplighter.dense_add_finsupp GroupApproximation.SimpleKazhdanSofic.Lamplighter.mem_orbit_add	sk-lef-action: Lambda generated by Delta (inr) and z = lampAdd; orbits contain the dense sets x + finitely supported configurations. LANDED 407f74f33 (probe 0914-084237-64298 GREEN); verbatim at 696c4b602	It is generated by $\Delta$ and the map $z$ adding $1$ at $e$, and its orbits contain the dense sets $x+\bigoplus_\Delta\F_2$.	642a12a8acb2	0.92
rows/sk-lef-action.tsv:6	sk-lef-action	ee8c6f26a1da	42a95d13d3a40578307e4fe88b92bcdcca30b008	366-369	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterRingGeneration GroupApproximation.SimpleKazhdanSofic.Lamplighter.closure_generators_eq_top GroupApproximation.SimpleKazhdanSofic.Lamplighter.closure_range_coord GroupApproximation.SimpleKazhdanSofic.Lamplighter.comap_smulMap_inr_inv_coord GroupApproximation.SimpleKazhdanSofic.Lamplighter.isFinitelyGeneratedRing_lampRing	sk-lef-action: R_Delta = ClopenGroupCrossedProduct (LampAffine Delta) Omega F2 is generated by 1, u_s^{+-1} for any generating set of Lambda, and e_U with U = {x(e) = 1}; route: translates of e_U are the coordinates, which generate LC(Omega,F2) by compactness. LANDED ecfb81908 (probe 0914-085103-16892 GREEN), wire-queued; verbatim at 696c4b602	The ring $R_\Delta=\LC(\Omega,\F_2)\rtimes\Lambda$ is generated by $1$, the units $u_s^{\pm1}$ for the generators $s$ of $\Lambda$, and the indicator $e_U$ of $U=\{x:x(e)=1\}$.	485cb4234583	0.81
rows/sk-lef-action.tsv:8	sk-lef-action	e1aa5c966b58	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	555-558	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelAction GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelAct GroupApproximation.SimpleKazhdanSofic.Lamplighter.qSmul GroupApproximation.SimpleKazhdanSofic.Lamplighter.lampImage_eq_sum_support GroupApproximation.SimpleKazhdanSofic.Lamplighter.attach	sk-lef-action: x -> delta x + f acts on Y_n = F2^{Q_n} by y -> sigma_n(delta) y + sum over supp f of 1_{sigma_n(h)}, with (qy)(q) = y(q^-1 q) and attached point y o sigma_n. LANDED a780741a0 (probe 0914-091346-7548 GREEN), wire-queued; re-keyed at 8b36733d7 (sentence reworded f -> c, h -> eta; carrier unchanged)	Let $x\mapsto\delta x+c$ act on $Y_n=\F_2^{Q'_n}$ by $y\mapsto\sigma_n(\delta)y+\sum_{\eta\in\operatorname{supp}c}1_{\sigma_n(\eta)}$, where $(qy)(q')=y(q^{-1}q')$, and attach to $y$ the point $y\circ\sigma_n$ of $\Omega$.	050966bf6f7c	0.77
rows/sk-lef-action.tsv:9	sk-lef-action	096f124abe31	42a95d13d3a40578307e4fe88b92bcdcca30b008	377-379	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelAction GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelAct_mul GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_attach_modelAct	sk-lef-action: for fixed elements of Lambda and large n the permutations multiply as in Lambda and, uniformly in y, attach(xi y) agrees with xi . attach y on any finite set of coordinates. LANDED a780741a0 (probe 0914-091346-7548 GREEN); verbatim at 696c4b602	For fixed elements of $\Lambda$ and large $n$, these permutations multiply as in $\Lambda$ and, uniformly in $y$, move the attached points near $e$ as $\Lambda$ moves the points of $\Omega$.		
rows/sk-lef-action.tsv:10	sk-lef-action	c78a4854489a	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	561-564	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelMatrices GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelDiag GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelPerm GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelMap GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelMap_sum_coeff_mul_unit	sk-lef-action: D_n(f) = diag(y -> f(y o sigma_n)), P_xi the permutation matrix of xi, phi_n(sum f_xi u_xi) = sum D_n(f_xi) P_xi (liftNC). LANDED eaeed6d23 (probe 0914-092100-55675 GREEN), wire-queued; verbatim at 696c4b602	Let $D_n(f)$ be the diagonal matrix on $\F_2^{Y_n}$ with entry $f(y\circ\sigma_n)$ at $y$, let $P_\xi$ be the permutation matrix of $\xi\in\Lambda$, and put $\varphi_n(\sum_\xi f_\xi u_\xi)=\sum_\xi D_n(f_\xi)P_\xi$.	07b2f0f25b63	0.93
rows/sk-lef-action.tsv:13	sk-lef-action	472c3d5ac00b	42a95d13d3a40578307e4fe88b92bcdcca30b008	388-389	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelMatrices GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelMap_mul GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelMap_one	sk-lef-action: for fixed r, s and large n, phi_n is additive (exactly) and multiplicative (through monomials and the display), and phi_n(1) = I. LANDED eaeed6d23; verbatim at 696c4b602	so for fixed $r,s\in R_\Delta$ and large $n$, $\varphi_n$ is additive and multiplicative on $r,s$, and $\varphi_n(1)=I$.	52b4631053f0	0.98
rows/sk-lef-action.tsv:14	sk-lef-action	814c69fe374e	42a95d13d3a40578307e4fe88b92bcdcca30b008	389-392	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterMatricial GroupApproximation.SimpleKazhdanSofic.Lamplighter.conj_modelMap_eU GroupApproximation.SimpleKazhdanSofic.Lamplighter.conj_modelPerm_lampAdd GroupApproximation.SimpleKazhdanSofic.Lamplighter.closure_modelMap_lampGenerators_eq_top GroupApproximation.SimpleKazhdanSofic.Lamplighter.modelDim_eq	sk-lef-action: P_q D_n(e_U) P_q^-1 = diag(y -> y(q)) (coordinate functions, P_q products of the P_s since Q_n is generated by the images of the generators), P_q P_z P_q^-1 = translation by 1_q, so the images of the printed generators generate M_{Y_n}(F2) with |Y_n| = 2^|Q_n|. LANDED 7709d7bfe (probe 0914-100806-41365 GREEN), wire-queued; verbatim at 8b36733d7	The conjugates of $D_n(e_U)$ by products of the $P_s$ are the coordinate functions of $Y_n$, and the conjugates of $P_z$ are the translations by the $1_q$, so the images of the generators generate $M_{2^{|Q'_n|}}(\F_2)$.	96f0f64d19c7	0.92
rows/sk-lef-action.tsv:15	sk-lef-action	358e51e6a815	42a95d13d3a40578307e4fe88b92bcdcca30b008	392-395	formalized	GroupApproximation.SimpleKazhdanSofic.printedLamplighterHost GroupApproximation.SimpleKazhdanSofic.Lamplighter.isLEFHost_lampRing GroupApproximation.SimpleKazhdanSofic.Lamplighter.isMatricialVia_lampRing GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanGeneral GroupApproximation.SimpleKazhdanSofic.Lamplighter.isSimpleGroup_lampRing	sk-lef-action: for infinite f.g. LEF Delta, R_Delta is matricial via the reindexed phi_n on the printed generators and Omega is a Cantor set, so thm:general (closed printedSimpleKazhdanGeneral) gives EL_3(R_Delta) infinite, f.g., simple, Kazhdan, a marked limit of SL_{3N}(F2) (block flattening) with expander Cayley graphs. LANDED 4d9f3c157 (probe 0914-104032-16395 GREEN, BUILT), wire-queued; row moved from skf-consequences (dropped at 93dc96900); verbatim at 8b36733d7	By Theorem~\ref{thm:general}, $G_\Delta=\EL_3(R_\Delta)$ is an infinite finitely generated simple Kazhdan group, and the limit of finite simple groups $\SL_{3N}(\F_2)$ whose Cayley graphs form expanders.		
rows/sk-lef-assembly.tsv:1	sk-lef-assembly	3670fa959e0e	42a95d13d3a40578307e4fe88b92bcdcca30b008	289-290	structural	GroupApproximation.SimpleKazhdanSofic.PrintedLEFSubgroupCharacterization	sk-lef-assembly @8b36733d7: roadmap to cor:lef, carried by its statement Prop	For LEF groups the next corollary answers the analogous question, with a Kazhdan host.		
rows/sk-lef-assembly.tsv:2	sk-lef-assembly	022271399cfb	42a95d13d3a40578307e4fe88b92bcdcca30b008	298-302	formalized	GroupApproximation.SimpleKazhdanSofic.IsLEFHost GroupApproximation.SimpleKazhdanSofic.PrintedLEFSubgroupCharacterization GroupApproximation.SimpleKazhdanSofic.printedLEFSubgroupCharacterization GroupApproximation.SimpleKazhdanSofic.lamplighterHostStatement GroupApproximation.SimpleKazhdanSofic.printedLamplighterHost	sk-lef-assembly @8b36733d7: cor:lef first statement, closed in LEFCharacterizationClosed 83164235d (probe 0914-105042-47370 GREEN) over sk-lef-action's printedLamplighterHost (G_Delta is such a host containing [Delta,Delta]) and sk-lef-ultra's lefUltraproductEmbeddingStatement; IsLEFHost matches "limit of finite simple SL_N(F_2) in the space of marked groups, whose Cayley graphs with respect to the images of a fixed generating set form expanders"; wire-queued	A finitely generated group is LEF if and only if it is a subgroup of an infinite, finitely generated, simple group with property~\textup{(T)} that is a limit of finite simple groups $\SL_N(\F_2)$ in the space of marked groups, whose Cayley graphs with respect to the images of a fixed generating set form a family of expanders.	3597b9cfdaff	0.66
rows/sk-lef-assembly.tsv:3	sk-lef-assembly	01a45cdd9370	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	458-460	partial	GroupApproximation.SimpleKazhdanSofic.HasSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.PrintedLEFSolvableWordProblemCharacterization GroupApproximation.SimpleKazhdanSofic.printedLEFSolvableWordProblemCharacterization_of_residuals GroupApproximation.SimpleKazhdanSofic.printedSolvableWordProblemHeredity	sk-lef-assembly @8b36733d7: cor:lef second statement; the "if" half is closed (heredity) and the host is closed; printedLEFSolvableWordProblemCharacterization_of_residuals (LEFCharacterizationClosed 83164235d) takes LEFSolvableWordProblemEmbeddingStatement, now proved by sk-lef-ultra (74152ac1c), and Lamplighter.PrintedLamplighterHostSolvableWordProblem (sk-stepanov), which is open	It is LEF with solvable word problem if and only if it is a subgroup of such a group with solvable word problem.	dc9c8bfa9ef7	0.89
